id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
DDX6	4	0.99779	0.9978	1	20025	0	0.43441	4.5614e-06	1.4463e-05	0.006214	47	4	0.43441
DPH3	4	0.99999	1	1	20164	0	0.26937	5.6941e-06	1.7405e-05	0.007323	48	4	0.26937
IMPDH2	4	0.99986	0.99987	1	20136	0	0.37954	6.168e-06	1.8875e-05	0.007379	49	4	0.37954
MEAF6	4	0.99999	1	1	20163	0	0.27738	6.3799e-06	1.8875e-05	0.007379	50	4	0.27738
NUP62	4	0.80026	0.80066	1	15957	1	0.34595	6.5679e-06	1.8875e-05	0.007379	51	3	0.34595
GPR62	4	0.99999	0.99999	1	20162	0	0.32804	6.694e-06	1.9366e-05	0.007379	52	4	0.32804
PHF5A	4	0.99997	0.99997	1	20151	0	0.41322	6.9395e-06	1.9366e-05	0.007379	53	4	0.41322
SMARCB1	4	0.97998	0.98001	1	19580	0	0.32584	7.5815e-06	2.2307e-05	0.008343	54	3	0.32584
UXS1	4	0.99976	0.99976	1	20126	0	0.39264	7.8925e-06	2.3288e-05	0.008551	55	4	0.39264
DHX15	4	0.99999	0.99999	1	20161	0	0.41395	8.9806e-06	2.721e-05	0.009813	56	4	0.41395
RBBP5	4	0.99999	0.99999	1	20160	0	0.47446	9.6159e-06	3.1132e-05	0.01103	57	4	0.47446
TLE3	4	0.99999	0.99999	1	20156	0	0.339	1.0223e-05	3.2113e-05	0.011181	58	4	0.339
CTSL	4	0.99999	0.99999	1	20158	0	0.29972	1.1037e-05	3.3583e-05	0.011495	59	4	0.29972
PPP1R15B	4	0.99999	0.99999	1	20157	0	0.38222	1.2413e-05	4.3879e-05	0.014769	60	4	0.38222
ATP2A2	4	0.99999	0.99999	1	20155	0	0.35277	1.2741e-05	4.535e-05	0.015014	61	4	0.35277
SOX2	4	0.99999	0.99999	1	20154	0	0.29235	1.2985e-05	4.633e-05	0.015091	62	4	0.29235
RAD21	4	0.22862	0.36762	1	7185	1	0.36246	1.3346e-05	4.7311e-05	0.015166	63	3	0.36246
U2SURP	4	0.99999	0.99999	1	20153	0	0.34266	1.4236e-05	5.0253e-05	0.015857	64	4	0.34266
KLF5	4	0.98742	0.98739	1	19759	0	0.32109	1.5009e-05	5.2704e-05	0.016375	65	4	0.32109
ASH2L	4	0.99574	0.99575	1	19957	0	0.29987	1.6406e-05	5.7607e-05	0.017627	66	4	0.29987
CARM1	4	0.99984	0.99984	1	20131	0	0.28424	1.6643e-05	5.9077e-05	0.017807	67	4	0.28424
LCOR	8	0.99956	0.99956	1	20116	0	0.23105	1.8898e-05	0.00013262	0.03524	68	7	0.23105
TRAPPC8	4	0.99998	0.99998	1	20152	0	0.28493	1.9109e-05	6.6922e-05	0.019875	69	4	0.28493
FAU	4	0.9989	0.99888	1	20069	0	0.34649	2.4796e-05	8.8984e-05	0.026044	70	4	0.34649
COPG1	4	0.99945	0.99946	1	20108	0	0.31565	2.8712e-05	0.00010026	0.028518	71	4	0.31565
BCL2L2-PABPN1	3	0.99997	0.99998	1	20148	0	0.42289	2.9896e-05	9.5848e-05	0.027652	72	3	0.42289
ELOB	4	0.99697	0.99695	1	19992	0	0.49549	3.0443e-05	0.00010369	0.028833	73	4	0.49549
RPS11	4	0.97716	0.97715	1	19521	0	0.39787	3.1041e-05	0.00010516	0.028833	74	3	0.39787
DNM2	4	0.81929	0.81874	1	16314	1	0.31727	3.1222e-05	0.00010565	0.028833	75	3	0.31727
SEC23B	4	0.99997	0.99997	1	20150	0	0.29988	3.2426e-05	0.00011056	0.029769	76	4	0.29988
RNPC3	4	0.99996	0.99996	1	20147	0	0.20862	3.9959e-05	0.00014046	0.036748	77	4	0.20862
SF3B3	4	0.87277	0.87232	1	17357	0	0.45106	4.0319e-05	0.00014193	0.036748	78	3	0.45106
EIF3I	4	0.94976	0.94961	1	18921	0	0.36913	4.0957e-05	0.00014438	0.036909	79	3	0.36913
TRIR	4	0.99996	0.99996	1	20146	0	0.25727	4.2567e-05	0.00015272	0.038552	80	4	0.25727
RPS23	4	0.99996	0.99996	1	20145	0	0.34866	4.3722e-05	0.00015615	0.038932	81	4	0.34866
TRAPPC11	4	0.97976	0.97979	1	19578	0	0.26667	4.469e-05	0.00015958	0.039067	82	3	0.26667
PHAX	4	0.99995	0.99996	1	20144	0	0.31195	4.5472e-05	0.00016056	0.039067	83	4	0.31195
VPS52	4	0.99995	0.99996	1	20143	0	0.18801	4.6715e-05	0.00016449	0.039545	84	4	0.18801
RIOK2	4	0.99986	0.99986	1	20134	0	0.32004	5.2712e-05	0.00018606	0.044205	85	4	0.32004
HNRNPC	4	0.99745	0.99745	1	20010	0	0.34621	5.5318e-05	0.00019635	0.046109	86	4	0.34621
RPS19	4	0.99104	0.99101	1	19839	0	0.43839	5.7554e-05	0.00020567	0.047741	87	4	0.43839
RPN1	4	0.64968	0.68949	1	13645	1	0.21335	7.0859e-05	0.00026205	0.060137	88	3	0.21335
ZCCHC9	4	0.99992	0.99993	1	20141	0	0.31611	7.8274e-05	0.00029539	0.067026	89	4	0.31611
OSBPL3	4	0.70689	0.72635	1	14433	1	0.28595	8.3171e-05	0.00031402	0.070462	90	3	0.28595
ARID3A	4	0.5075	0.61437	1	12024	1	0.39043	9.5022e-05	0.00035226	0.077863	91	3	0.39043
ELAVL1	4	0.98927	0.98924	1	19799	0	0.32973	9.5499e-05	0.00035471	0.077863	92	4	0.32973
ZC3H13	4	0.99989	0.99989	1	20140	0	0.16211	0.00010994	0.00041207	0.089482	93	4	0.16211
ADNP	4	0.99599	0.99601	1	19964	0	0.30572	0.00011524	0.00043315	0.093059	94	4	0.30572
NUP155	4	0.99988	0.99988	1	20139	0	0.25792	0.00012122	0.00045938	0.097632	95	4	0.25792
LSM12	4	0.99836	0.99835	1	20048	0	0.2899	0.00012437	0.00046845	0.097632	96	4	0.2899
UBL5	4	0.9989	0.99889	1	20070	0	0.31667	0.00012449	0.00046894	0.097632	97	4	0.31667
ACTL6A	4	0.4015	0.5468	1	10627	1	0.12816	0.0001266	0.00047826	0.098555	98	2	0.12816
RPS27A	4	0.99907	0.99905	1	20085	0	0.43954	0.00012945	0.00048953	0.09986	99	4	0.43954
CDC45	4	0.99987	0.99987	1	20138	0	0.28989	0.00013145	0.00049738	0.100446	100	4	0.28989
HAUS4	4	0.99986	0.99987	1	20137	0	0.24833	0.00013526	0.00051356	0.102686	101	4	0.24833
KMT2D	4	0.99494	0.99494	1	19934	0	0.20697	0.00014796	0.00055621	0.109247	102	4	0.20697
KARS1	4	0.99985	0.99986	1	20133	0	0.1758	0.0001486	0.00055719	0.109247	103	4	0.1758
SRSF10	4	0.4872	0.60519	1	11837	1	0.23864	0.00015163	0.00057288	0.110184	104	3	0.23864
RPS9	4	0.78309	0.78529	1	15642	1	0.44121	0.00015181	0.00057288	0.110184	105	3	0.44121
FBL	4	0.99985	0.99985	1	20132	0	0.22188	0.00015482	0.00058416	0.111293	106	4	0.22188
YEATS4	4	0.90128	0.90084	1	17934	0	0.2108	0.00015729	0.000592	0.111733	107	3	0.2108
DTD2	4	0.86727	0.86677	1	17250	0	0.26488	0.00016783	0.00062583	0.116132	108	3	0.26488
SF3B5	4	0.99983	0.99984	1	20130	0	0.40238	0.00016861	0.00062681	0.116132	109	4	0.40238
CBWD1	10	0.99391	0.99398	1	19913	0	0.24484	0.0001862	0.0013514	0.208336	110	8	0.24484
SEMA3A	4	0.9998	0.99981	1	20129	0	0.16772	0.00020004	0.00074791	0.137309	111	4	0.16772
ACLY	4	0.99979	0.9998	1	20128	0	0.36645	0.00020861	0.00078026	0.141959	112	4	0.36645
RBM33	4	0.99979	0.99979	1	20127	0	0.2434	0.00021414	0.00079938	0.144139	113	4	0.2434
TAF6L	4	0.96606	0.96591	1	19278	0	0.23949	0.00023012	0.00086655	0.154167	114	3	0.23949
PTPN2	4	0.54369	0.63162	1	12387	1	0.15146	0.00023263	0.00087391	0.154167	115	3	0.15146
INTS11	4	0.98824	0.9882	1	19773	0	0.3786	0.00023422	0.00088028	0.154167	116	4	0.3786
WDR5	4	0.53438	0.62704	1	12289	1	0.2818	0.00024203	0.00090283	0.154167	117	3	0.2818
KIF24	4	0.46901	0.59704	1	11661	1	0.24737	0.00024301	0.0009043	0.154167	118	2	0.24737
CSNK1A1	4	0.96492	0.96479	1	19259	0	0.34797	0.00024497	0.00090994	0.154167	119	3	0.34797
WWTR1	4	0.99803	0.99804	1	20030	0	0.30864	0.00024586	0.00091313	0.154167	120	4	0.30864
CLTC	4	0.98404	0.984	1	19673	0	0.33587	0.00024658	0.00091607	0.154167	121	3	0.33587
RPS10	6	0.92155	0.92172	1	18344	1	0.33086	0.00026333	0.0013892	0.209258	122	4	0.33086
GOLGA6L10	6	0.99973	0.99971	1	20125	0	0.16961	0.00026554	0.0014029	0.209258	123	6	0.16961
ETF1	4	0.99973	0.99973	1	20124	0	0.3286	0.00027203	0.0010166	0.167391	124	4	0.3286
KLF16	4	0.99913	0.99912	1	20089	0	0.41077	0.00027282	0.0010195	0.167391	125	4	0.41077
CDC37	4	0.99941	0.99942	1	20106	0	0.36559	0.00029116	0.0010793	0.175782	126	4	0.36559
PRR20A	20	0.15266	0.44739	1	5620	5	0.11596	0.00030323	0.0029335	0.310753	127	12	0.11596
INTS1	4	0.83991	0.83916	1	16719	0	0.3969	0.00030437	0.0011274	0.182139	128	3	0.3969
RPS2	4	0.73237	0.74474	1	14813	1	0.40225	0.00034292	0.0012646	0.201099	129	3	0.40225
NUP58	4	0.59494	0.65827	1	12980	1	0.31911	0.00034618	0.0012779	0.201617	130	3	0.31911
EIF3A	4	0.99965	0.99966	1	20122	0	0.22284	0.0003537	0.0013102	0.203998	131	4	0.22284
POLR1A	4	0.99965	0.99966	1	20121	0	0.29092	0.0003543	0.0013132	0.203998	132	4	0.29092
IMP3	4	0.95352	0.95331	1	19016	0	0.30782	0.00036965	0.0013799	0.209258	133	3	0.30782
NAPA	4	0.99963	0.99964	1	20120	0	0.29982	0.00037038	0.0013818	0.209258	134	4	0.29982
NELFA	4	0.99962	0.99963	1	20119	0	0.19716	0.00038099	0.0014152	0.209258	135	4	0.19716
ISCU	4	0.99962	0.99963	1	20118	0	0.20704	0.00038311	0.0014196	0.209258	136	4	0.20704
CACNG2	4	0.99961	0.99962	1	20117	0	0.13789	0.00038995	0.0014441	0.210165	137	4	0.13789
EGFR	4	0.99889	0.99887	1	20068	0	0.24387	0.0003904	0.0014465	0.210165	138	4	0.24387
DPM1	4	0.99516	0.99516	1	19941	0	0.23511	0.00040002	0.0014779	0.211678	139	4	0.23511
VHL	4	0.17045	0.30718	1	5980	1	0.35696	0.00044392	0.0016412	0.233405	140	3	0.35696
SLC26A3	4	0.88416	0.88369	1	17589	0	0.167	0.00045165	0.001674	0.234312	141	3	0.167
PRPF19	4	0.99955	0.99957	1	20114	0	0.21325	0.00045394	0.0016804	0.234312	142	4	0.21325
RPS17	4	0.99955	0.99957	1	20113	0	0.31451	0.00045459	0.0016824	0.234312	143	4	0.31451
PRKAR1A	4	0.99183	0.99182	1	19864	0	0.29841	0.0004695	0.0017441	0.241252	144	4	0.29841
USE1	4	0.98136	0.98135	1	19616	0	0.26446	0.0004805	0.0017858	0.245336	145	3	0.26446
DMAP1	4	0.99951	0.99953	1	20112	0	0.20473	0.00048612	0.0018074	0.246622	146	4	0.20473
UBA6	4	0.99951	0.99952	1	20111	0	0.19838	0.00049241	0.0018299	0.247426	147	4	0.19838
ATP6V0C	4	0.99545	0.99546	1	19944	0	0.27857	0.00049422	0.0018378	0.247426	148	4	0.27857
TMEM191B	3	0.55505	0.58183	1	12507	1	0.28431	0.00051027	0.001476	0.211678	149	2	0.28431
GRB2	4	0.99771	0.99772	1	20019	0	0.32804	0.00052958	0.0019559	0.261236	150	4	0.32804
GLE1	4	0.99947	0.99948	1	20110	0	0.25145	0.00053236	0.0019662	0.261236	151	4	0.25145
OR2A5	4	0.99946	0.99946	1	20109	0	0.18785	0.00054498	0.002005	0.264641	152	4	0.18785
SF1	4	0.47875	0.60136	1	11757	1	0.33026	0.00054991	0.0020251	0.265559	153	3	0.33026
PRKAR2A	4	0.99944	0.99945	1	20107	0	0.19414	0.0005565	0.002054	0.267614	154	4	0.19414
MYC	4	0.99509	0.99509	1	19940	0	0.31138	0.00057511	0.0021261	0.275228	155	4	0.31138
NPL	4	0.85336	0.85273	1	16971	0	0.19062	0.00058565	0.0021653	0.278082	156	2	0.19062
LYPD6B	4	0.94438	0.9442	1	18807	0	0.20717	0.0005973	0.0022065	0.278082	157	3	0.20717
NPLOC4	4	0.9994	0.9994	1	20105	0	0.30057	0.00060184	0.0022231	0.278082	158	4	0.30057
YLPM1	4	0.23625	0.37545	1	7338	1	0.1783	0.00060393	0.002231	0.278082	159	3	0.1783
UHRF1	4	0.99892	0.9989	1	20072	0	0.25833	0.00060583	0.0022373	0.278082	160	4	0.25833
COPA	4	0.99939	0.9994	1	20104	0	0.30674	0.00060782	0.0022462	0.278082	161	4	0.30674
CASC1	4	0.9657	0.96556	1	19270	0	0.34646	0.00061314	0.0022677	0.278082	162	3	0.34646
SARS1	4	0.91529	0.91498	1	18226	0	0.29543	0.00061318	0.0022677	0.278082	163	3	0.29543
TIMP3	4	0.99815	0.99817	1	20036	0	0.20194	0.00061617	0.002279	0.278082	164	4	0.20194
SRSF1	4	0.99938	0.99939	1	20103	0	0.27081	0.0006185	0.0022869	0.278082	165	4	0.27081
RNF122	4	0.99938	0.99938	1	20102	0	0.23563	0.00062257	0.0023016	0.278082	166	4	0.23563
SMC2	4	0.99937	0.99938	1	20101	0	0.27421	0.00062686	0.0023133	0.278082	167	4	0.27421
MTOR	4	0.92983	0.92957	1	18501	0	0.34996	0.00063817	0.002357	0.280135	168	3	0.34996
RPS13	4	0.95332	0.95311	1	19009	0	0.48848	0.00064298	0.0023741	0.280135	169	3	0.48848
ZC3H18	4	0.99071	0.99065	1	19833	0	0.2193	0.00064521	0.0023834	0.280135	170	4	0.2193
RAB6A	4	0.88285	0.88237	1	17564	0	0.18757	0.0006461	0.0023859	0.280135	171	3	0.18757
KNL1	4	0.99934	0.99934	1	20100	0	0.21071	0.00066305	0.0024506	0.28454	172	4	0.21071
SMURF1	4	0.99934	0.99934	1	20099	0	0.15027	0.00066347	0.0024516	0.28454	173	4	0.15027
JUND	4	0.99173	0.99171	1	19862	0	0.2239	0.00067496	0.0024898	0.287327	174	4	0.2239
SMC3	4	0.99817	0.99819	1	20038	0	0.34871	0.00070446	0.0025938	0.297561	175	4	0.34871
SS18	4	0.99928	0.99928	1	20098	0	0.17806	0.00071741	0.0026379	0.299282	176	4	0.17806
CEACAM16	4	0.97911	0.97911	1	19567	0	0.2592	0.00074135	0.0027227	0.30718	177	3	0.2592
GUK1	4	0.543	0.63128	1	12380	1	0.302	0.0007524	0.0027565	0.309268	178	3	0.302
INTS13	4	0.99923	0.99923	1	20097	0	0.1466	0.00077073	0.0028217	0.310753	179	4	0.1466
RPS26	4	0.92268	0.92246	1	18371	0	0.33355	0.00077737	0.0028497	0.310753	180	3	0.33355
ARMC7	4	0.9895	0.98946	1	19805	0	0.27896	0.00078441	0.0028737	0.310753	181	4	0.27896
HDAC3	4	0.99921	0.99921	1	20096	0	0.21188	0.00078639	0.0028786	0.310753	182	4	0.21188
DHX37	4	0.99921	0.9992	1	20095	0	0.23882	0.00079468	0.0029085	0.310753	183	4	0.23882
MPHOSPH10	4	0.9992	0.99919	1	20094	0	0.2547	0.00079713	0.0029164	0.310753	184	4	0.2547
LRRC55	4	0.84341	0.84272	1	16790	0	-0.0037321	0.00080109	0.0029316	0.310753	185	1	-0.0037321
LRP1	4	0.90745	0.90712	1	18064	0	0.27398	0.00080185	0.002934	0.310753	186	3	0.27398
NMI	4	0.29341	0.43447	1	8501	1	0.2292	0.00080727	0.0029517	0.310753	187	2	0.2292
ORC6	4	0.58085	0.65067	1	12799	1	0.32825	0.00081012	0.0029644	0.310753	188	3	0.32825
POLR3H	4	0.99919	0.99918	1	20093	0	0.17648	0.00081045	0.0029654	0.310753	189	4	0.17648
VCP	4	0.99919	0.99918	1	20092	0	0.36623	0.0008117	0.0029698	0.310753	190	4	0.36623
SMC1A	4	0.99863	0.99862	1	20059	0	0.18214	0.00081792	0.0029919	0.311447	191	4	0.18214
OR4F17	10	0.93161	0.96262	1	18539	1	0.18933	0.00083552	0.0055452	0.41171	192	7	0.18933
SRSF4	4	0.99915	0.99914	1	20091	0	0.15118	0.00084604	0.003086	0.319599	193	4	0.15118
ATP5F1C	4	0.95136	0.95119	1	18959	0	0.25143	0.00085123	0.0031046	0.319888	194	3	0.25143
KIAA0408	4	0.99914	0.99913	1	20090	0	0.18599	0.00086205	0.0031488	0.322787	195	4	0.18599
RPS6KL1	4	0.89706	0.89664	1	17863	0	0.23736	0.00087229	0.003188	0.325158	196	3	0.23736
SEC22B	4	0.99912	0.99911	1	20088	0	0.2258	0.00087671	0.0032056	0.325315	197	4	0.2258
PDCD7	4	0.96581	0.96567	1	19274	0	0.36304	0.00088377	0.0032272	0.325866	198	3	0.36304
IGSF8	4	0.68324	0.71054	1	14108	1	0.19578	0.0008889	0.0032493	0.326462	199	3	0.19578
NUP85	4	0.74936	0.75771	1	15069	1	0.26801	0.00089979	0.003285	0.328424	200	3	0.26801
EIF2B5	4	0.8946	0.89419	1	17816	0	0.22498	0.00090756	0.0033096	0.32865	201	2	0.22498
PIBF1	4	0.31223	0.45396	1	8861	1	0.24095	0.00091132	0.0033199	0.32865	202	3	0.24095
RAB5IF	6	0.99909	0.99906	1	20087	0	0.16673	0.00091459	0.0047117	0.379097	203	6	0.16673
GSPT1	4	0.99625	0.99626	1	19970	0	0.40609	0.00091697	0.0033458	0.329606	204	4	0.40609
VPS41	4	0.77209	0.77605	1	15444	1	0.24635	0.00092263	0.0033689	0.330265	205	2	0.24635
REP15	4	0.99907	0.99906	1	20086	0	0.19091	0.00092921	0.0033914	0.33087	206	4	0.19091
CALCA	4	0.46804	0.59661	1	11648	1	0.3143	0.00094094	0.0034326	0.333278	207	3	0.3143
CTDSPL2	4	0.99905	0.99904	1	20084	0	0.2187	0.00094918	0.003465	0.333279	208	4	0.2187
ING3	4	0.85068	0.85005	1	16921	0	0.18456	0.00095314	0.0034802	0.333279	209	3	0.18456
RPP30	4	0.99904	0.99903	1	20083	0	0.21401	0.00095901	0.0034993	0.333279	210	4	0.21401
SRL	4	0.99192	0.99191	1	19867	0	0.24567	0.00096277	0.0035071	0.333279	211	4	0.24567
BEST4	4	0.70845	0.72745	1	14457	1	0.31262	0.00096808	0.0035238	0.333279	212	3	0.31262
ETV4	4	0.8029	0.80308	1	16004	1	0.19733	0.00097051	0.0035317	0.333279	213	3	0.19733
ZFP36L2	4	0.99286	0.99286	1	19891	0	0.19082	0.00098213	0.0035667	0.333494	214	4	0.19082
KANSL1	4	0.89485	0.89444	1	17824	0	0.23866	0.00098218	0.003567	0.333494	215	3	0.23866
ACIN1	4	0.99901	0.99899	1	20082	0	0.16055	0.00099211	0.0036047	0.334567	216	4	0.16055
SLITRK4	4	0.98676	0.98671	1	19736	0	0.21694	0.00099335	0.0036116	0.334567	217	4	0.21694
NO_SITE_157	1	0.999	0.99902	1	20081	0	0.33729	0.0010017	0.00099206	0.165576	218	1	0.33729
MBIP	4	0.99899	0.99898	1	20080	0	0.27357	0.0010061	0.0036596	0.33514	219	4	0.27357
DHDDS	4	0.96875	0.9686	1	19351	0	0.1537	0.0010077	0.0036645	0.33514	220	2	0.1537
MCM6	4	0.99899	0.99897	1	20079	0	0.17472	0.0010119	0.0036763	0.33514	221	4	0.17472
MYBL2	4	0.51776	0.61912	1	12133	1	0.16797	0.0010142	0.0036841	0.33514	222	3	0.16797
MARCHF3	4	0.99897	0.99895	1	20078	0	0.1631	0.0010341	0.0037564	0.3378	223	4	0.1631
P3H4	4	0.99896	0.99895	1	20077	0	0.18489	0.0010365	0.0037636	0.3378	224	4	0.18489
SLC2A1	4	0.92815	0.92788	1	18477	0	0.20852	0.0010476	0.0038038	0.339897	225	3	0.20852
ARHGDIA	4	0.37921	0.52354	1	10190	1	0.22217	0.0010577	0.0038395	0.341584	226	2	0.22217
RPP38	4	0.99894	0.99892	1	20076	0	0.23922	0.0010648	0.0038631	0.34217	227	4	0.23922
BUD13	4	0.99893	0.99891	1	20075	0	0.26859	0.0010718	0.003892	0.343227	228	4	0.26859
WDR3	4	0.99892	0.9989	1	20074	0	0.18433	0.001078	0.003915	0.343758	229	4	0.18433
ALG8	4	0.99892	0.9989	1	20071	0	0.23612	0.0010839	0.0039347	0.343984	230	4	0.23612
PPRC1	4	0.98	0.98002	1	19583	0	0.15096	0.0011111	0.0040337	0.34901	231	3	0.15096
OR10J5	4	0.99889	0.99887	1	20067	0	0.21785	0.0011127	0.0040396	0.34901	232	4	0.21785
PCBD1	4	0.99889	0.99887	1	20066	0	0.17731	0.0011141	0.004044	0.34901	233	4	0.17731
EEF1A1	4	0.99341	0.9934	1	19904	0	0.34563	0.0011288	0.0040915	0.351612	234	4	0.34563
ATRIP	4	0.96724	0.96709	1	19308	0	0.24647	0.001145	0.0041455	0.354737	235	3	0.24647
PABPN1	4	0.94405	0.94389	1	18800	0	0.31075	0.0011627	0.0042161	0.357871	236	3	0.31075
ATP6V1E1	4	0.8489	0.84827	1	16884	0	0.17926	0.0011633	0.0042175	0.357871	237	2	0.17926
GOLGA8M	1	0.99882	0.99884	1	20065	0	1.8941	0.0011826	0.001172	0.187844	238	1	1.8941
BAK1	4	0.9967	0.99669	1	19984	0	0.21344	0.0011851	0.0042938	0.362026	239	4	0.21344
ZCCHC14	4	0.99881	0.9988	1	20064	0	0.1827	0.0011874	0.0043024	0.362026	240	4	0.1827
CHCHD4	4	0.69325	0.71712	1	14240	1	0.15632	0.0011953	0.0043279	0.36266	241	3	0.15632
ZNF207	4	0.99876	0.99875	1	20062	0	0.24199	0.0012038	0.0043602	0.363861	242	4	0.24199
FOXD4	8	0.72491	0.84637	1	14703	2	0.21612	0.0012201	0.0069778	0.452994	243	5	0.21612
GUCY1B1	4	0.99877	0.99875	1	20063	0	0.10676	0.0012293	0.0044534	0.36761	244	4	0.10676
AKIRIN1	4	0.92819	0.92792	1	18478	0	0.26644	0.0012309	0.0044597	0.36761	245	3	0.26644
GLT1D1	4	0.99875	0.99873	1	20061	0	0.13873	0.0012508	0.0045343	0.372233	246	4	0.13873
