id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
DHX36	4	1	1	1	20146	0	0.59126	6.0586e-07	1.2258e-06	0.000427	57	4	0.59126
ELP5	4	1	1	1	20145	0	0.41456	6.115e-07	1.2258e-06	0.000427	58	4	0.41456
STT3A	4	1	1	1	20144	0	0.30119	6.8724e-07	1.7161e-06	0.000578	59	4	0.30119
ATXN10	4	1	1	1	20132	0	0.73757	6.9393e-07	1.7161e-06	0.000578	60	4	0.73757
RNASEK	4	0.98943	0.98939	1	19662	0	0.94391	8.1605e-07	2.2064e-06	0.000719	61	4	0.94391
AARS1	4	1	1	1	20143	0	0.59025	8.6841e-07	2.2064e-06	0.000719	62	4	0.59025
DNMT1	4	0.98109	0.98107	1	19469	0	0.81322	9.879e-07	3.1871e-06	0.001006	63	3	0.81322
GMPS	4	1	1	1	20142	0	0.89222	1.0608e-06	3.1871e-06	0.001006	64	4	0.89222
ELP2	4	1	1	1	20141	0	0.6598	1.1291e-06	3.6774e-06	0.001076	65	4	0.6598
CIAO1	4	1	1	1	20140	0	0.62956	1.1399e-06	3.6774e-06	0.001076	66	4	0.62956
TRMT112	4	1	1	1	20139	0	0.72337	1.1839e-06	3.6774e-06	0.001076	67	4	0.72337
IMP4	4	1	1	1	20138	0	0.7537	1.233e-06	3.6774e-06	0.001076	68	4	0.7537
UBA52	4	1	1	1	20137	0	0.74468	1.2875e-06	3.6774e-06	0.001076	69	4	0.74468
POP1	4	1	1	1	20135	0	0.79321	1.4788e-06	4.1677e-06	0.001153	70	4	0.79321
POLR1D	4	1	1	1	20136	0	0.70892	1.4816e-06	4.1677e-06	0.001153	71	4	0.70892
QARS1	4	0.99999	0.99999	1	20123	0	1.1247	1.5435e-06	4.1677e-06	0.001153	72	4	1.1247
DDX55	4	1	1	1	20134	0	0.67921	1.6133e-06	4.1677e-06	0.001153	73	4	0.67921
TAF2	4	1	1	1	20133	0	0.65172	2.0671e-06	4.658e-06	0.001238	74	4	0.65172
RCL1	4	0.99962	0.99964	1	20036	0	0.89325	2.0696e-06	4.658e-06	0.001238	75	4	0.89325
RTCB	4	0.9999	0.9999	1	20075	0	0.64418	2.1812e-06	4.658e-06	0.001238	76	4	0.64418
GNL3	4	0.99999	0.99999	1	20112	0	0.96226	2.3398e-06	5.1483e-06	0.001333	77	4	0.96226
SPOUT1	4	0.87057	0.87007	1	17196	0	0.79234	2.4385e-06	5.1483e-06	0.001333	78	3	0.79234
ATP6V1D	4	0.99998	0.99998	1	20102	0	1.097	2.5172e-06	5.6387e-06	0.001441	79	4	1.097
ASH2L	4	1	1	1	20127	0	0.65735	2.6091e-06	6.129e-06	0.001547	80	4	0.65735
ELP6	4	1	1	1	20131	0	0.48591	2.6476e-06	6.6193e-06	0.00165	81	4	0.48591
ELP3	4	1	1	1	20130	0	0.64521	2.8574e-06	8.0902e-06	0.001992	82	4	0.64521
NAF1	4	0.81533	0.81484	1	16104	0	0.62835	3.1156e-06	9.0709e-06	0.002207	83	3	0.62835
KRR1	4	0.95087	0.95071	1	18812	0	0.75811	3.3434e-06	9.5612e-06	0.002298	84	3	0.75811
TELO2	4	1	1	1	20128	0	0.57271	3.9188e-06	1.0542e-05	0.002475	85	4	0.57271
ZBTB8OS	4	0.99569	0.9957	1	19853	0	0.99855	3.9993e-06	1.0542e-05	0.002475	86	4	0.99855
CDS2	4	0.99987	0.99987	1	20068	0	0.71038	4.7356e-06	1.4955e-05	0.003427	87	4	0.71038
TMA16	4	0.78102	0.78244	1	15447	1	0.7498	4.7703e-06	1.4955e-05	0.003427	88	3	0.7498
NOL6	4	0.99999	0.99999	1	20122	0	0.93304	5.1262e-06	1.5445e-05	0.003427	89	4	0.93304
NXT1	4	0.99999	1	1	20126	0	0.46784	5.1444e-06	1.5445e-05	0.003427	90	4	0.46784
SNX13	4	0.94916	0.949	1	18777	0	0.51293	5.1811e-06	1.5445e-05	0.003427	91	3	0.51293
ACBD3	4	0.99997	0.99997	1	20098	0	0.44007	5.6536e-06	1.7406e-05	0.00382	92	4	0.44007
HSPE1-MOB4	7	0.99999	0.99999	1	20115	0	0.39134	5.9513e-06	3.6038e-05	0.006931	93	7	0.39134
VARS	4	0.9529	0.95268	1	18857	0	0.88308	6.2158e-06	1.8877e-05	0.004099	94	3	0.88308
MTHFD1	4	0.99999	0.99999	1	20124	0	0.36623	7.3188e-06	2.1329e-05	0.004582	95	4	0.36623
WDR24	4	0.99999	0.99999	1	20121	0	0.38633	7.4878e-06	2.1819e-05	0.00459	96	4	0.38633
RRP9	4	0.99999	0.99999	1	20120	0	0.72709	7.5472e-06	2.1819e-05	0.00459	97	4	0.72709
MYBBP1A	4	0.99999	0.99999	1	20119	0	0.37704	7.705e-06	2.2309e-05	0.004597	98	4	0.37704
RABGGTB	4	0.99999	0.99999	1	20118	0	0.60515	7.7505e-06	2.2309e-05	0.004597	99	4	0.60515
NOL11	4	0.99999	0.99999	1	20117	0	0.65678	8.0671e-06	2.4271e-05	0.004852	100	4	0.65678
PYROXD1	4	0.99999	0.99999	1	20116	0	0.61874	8.0828e-06	2.4271e-05	0.004852	101	4	0.61874
VPS13D	4	0.99942	0.99943	1	20015	0	0.5262	8.1973e-06	2.4271e-05	0.004852	102	4	0.5262
RPP38	4	0.91733	0.91706	1	18149	0	0.4211	9.7276e-06	3.138e-05	0.006212	103	3	0.4211
TBL3	4	0.99936	0.99936	1	20011	0	0.9346	1.0181e-05	3.2116e-05	0.006296	104	4	0.9346
EIF5A	6	0.88247	0.88828	1	17429	1	0.82204	1.0322e-05	6.1535e-05	0.01062	105	4	0.82204
DDX51	4	0.99985	0.99985	1	20060	0	0.7105	1.05e-05	3.2606e-05	0.006331	106	4	0.7105
WDR46	4	0.71212	0.72736	1	14393	1	1.0117	1.1406e-05	3.6529e-05	0.006959	107	3	1.0117
DHODH	4	0.99999	0.99999	1	20113	0	0.4224	1.1648e-05	3.849e-05	0.007197	108	4	0.4224
POP5	4	0.99998	0.99998	1	20109	0	0.7684	1.1656e-05	3.849e-05	0.007197	109	4	0.7684
HARS1	4	0.99996	0.99996	1	20095	0	0.83334	1.1687e-05	3.898e-05	0.007221	110	4	0.83334
DDX52	4	0.99999	0.99999	1	20111	0	0.46529	1.409e-05	5.0258e-05	0.009143	111	4	0.46529
NLE1	4	0.99998	0.99998	1	20106	0	1.1425	1.4105e-05	5.0258e-05	0.009143	112	4	1.1425
PDPK1	4	0.99999	0.99999	1	20110	0	0.69351	1.4695e-05	5.1729e-05	0.009326	113	4	0.69351
CINP	4	0.99897	0.99896	1	19989	0	0.83474	1.5317e-05	5.3199e-05	0.009423	114	4	0.83474
C1orf109	4	0.99997	0.99997	1	20100	0	0.79707	1.5392e-05	5.3199e-05	0.009423	115	4	0.79707
EXOSC10	4	0.99998	0.99998	1	20105	0	0.72082	1.6516e-05	5.8593e-05	0.010288	116	4	0.72082
NIFK	4	0.99998	0.99998	1	20108	0	0.55569	1.7478e-05	6.1045e-05	0.01062	117	4	0.55569
RPF2	4	0.99998	0.99998	1	20107	0	0.85282	1.9174e-05	6.6928e-05	0.011453	118	4	0.85282
RIOK2	4	0.92875	0.92849	1	18402	0	0.72618	2.0529e-05	7.1341e-05	0.012106	119	3	0.72618
FTSJ3	4	0.99961	0.99963	1	20034	0	0.63242	2.0805e-05	7.3303e-05	0.012335	120	4	0.63242
LSG1	4	0.99998	0.99998	1	20104	0	0.39574	2.12e-05	7.4773e-05	0.012479	121	4	0.39574
NOL9	4	0.99998	0.99998	1	20103	0	0.65929	2.2762e-05	8.0167e-05	0.013269	122	4	0.65929
RNF40	4	0.99998	0.99998	1	20101	0	0.41165	2.3313e-05	8.3599e-05	0.013725	123	4	0.41165
NOP14	4	0.99762	0.99761	1	19925	0	0.66344	2.3804e-05	8.458e-05	0.013774	124	4	0.66344
SAMM50	4	0.99914	0.99913	1	19994	0	0.62653	2.4518e-05	8.7522e-05	0.014139	125	4	0.62653
RARS1	4	0.99997	0.99997	1	20099	0	0.64833	2.5542e-05	8.9483e-05	0.014341	126	4	0.64833
GARS1	4	0.99918	0.99916	1	19996	0	0.98061	3.1356e-05	0.00010566	0.01677	127	4	0.98061
VANGL1	4	0.99997	0.99997	1	20097	0	0.38148	3.151e-05	0.00010713	0.01677	128	4	0.38148
GTF3C1	4	0.83726	0.83656	1	16532	0	0.49225	3.1538e-05	0.00010713	0.01677	129	3	0.49225
GTF3C5	4	0.39866	0.54339	1	10601	1	0.44273	3.2585e-05	0.00011106	0.017251	130	3	0.44273
NHP2	4	0.99988	0.99989	1	20071	0	0.65401	3.3718e-05	0.00011449	0.017648	131	4	0.65401
NEPRO	3	0.99996	0.99997	1	20096	0	0.56009	3.6486e-05	0.00011596	0.017739	132	3	0.56009
PES1	4	0.99707	0.99705	1	19904	0	0.55302	3.68e-05	0.00012724	0.019174	133	4	0.55302
MAK16	4	0.99996	0.99996	1	20094	0	0.66868	3.8063e-05	0.00013312	0.019912	134	4	0.66868
NAT10	4	0.95992	0.95975	1	19024	0	0.77673	3.8235e-05	0.00013508	0.019983	135	3	0.77673
MED24	4	0.99996	0.99996	1	20093	0	0.50482	3.8441e-05	0.00013557	0.019983	136	4	0.50482
RHEB	3	0.99996	0.99997	1	20092	0	0.56062	3.8886e-05	0.00012381	0.018797	137	3	0.56062
XRCC5	4	0.99996	0.99996	1	20091	0	0.62248	4.0503e-05	0.00014342	0.020906	138	4	0.62248
PWP1	4	0.99996	0.99996	1	20090	0	0.61298	4.082e-05	0.00014391	0.020906	139	4	0.61298
NOL10	4	0.99988	0.99989	1	20073	0	0.92182	4.2836e-05	0.0001542	0.022084	140	4	0.92182
COPS6	4	0.9973	0.99729	1	19916	0	0.685	4.291e-05	0.0001542	0.022084	141	4	0.685
URB1	4	0.98882	0.9888	1	19645	0	0.62424	4.3511e-05	0.00015568	0.022138	142	4	0.62424
RIOK1	4	0.99054	0.99047	1	19700	0	0.73165	4.4378e-05	0.00015911	0.022468	143	4	0.73165
DNM2	4	0.99919	0.99918	1	19997	0	0.67243	4.8435e-05	0.00017186	0.024099	144	4	0.67243
PTP4A1	4	0.98906	0.98903	1	19657	0	0.46756	5.2681e-05	0.00018608	0.025913	145	4	0.46756
ZNHIT3	4	0.9967	0.99669	1	19888	0	0.56319	5.4761e-05	0.00019441	0.026889	146	4	0.56319
PPAN	7	0.99369	0.99364	1	19793	0	0.69653	5.4974e-05	0.00034469	0.04202	147	6	0.69653
RAB5C	4	0.99391	0.9939	1	19796	0	0.47766	5.7528e-05	0.00020569	0.028255	148	4	0.47766
SETD1A	4	0.99994	0.99995	1	20089	0	0.85856	5.9798e-05	0.00021402	0.029201	149	4	0.85856
ENO1	4	0.45408	0.58376	1	11423	1	0.70999	6.0293e-05	0.00021648	0.029337	150	3	0.70999
GART	4	0.99994	0.99994	1	20088	0	0.32731	6.3636e-05	0.00023168	0.031103	151	4	0.32731
INCA1	4	0.99994	0.99994	1	20087	0	0.30909	6.3932e-05	0.00023266	0.031103	152	4	0.30909
BRDT	4	0.99611	0.99612	1	19868	0	0.4682	6.4065e-05	0.00023413	0.031103	153	4	0.4682
TTI1	4	0.99993	0.99994	1	20086	0	0.34067	6.6448e-05	0.00024589	0.032453	154	4	0.34067
AATF	4	0.70679	0.72358	1	14325	1	0.48304	6.8295e-05	0.00025129	0.03295	155	3	0.48304
NRF1	4	0.99517	0.99517	1	19838	0	0.55861	7.0763e-05	0.00026158	0.034079	156	4	0.55861
NARS1	4	0.99993	0.99993	1	20084	0	0.81449	7.2473e-05	0.00026649	0.034495	157	4	0.81449
PRMT5	4	0.9999	0.99991	1	20077	0	0.47657	7.5766e-05	0.00028414	0.036545	158	4	0.47657
CEBPB	4	0.99992	0.99993	1	20083	0	0.25879	7.7264e-05	0.00029149	0.037254	159	4	0.25879
FNDC3B	4	0.99992	0.99993	1	20082	0	0.30233	7.7992e-05	0.00029444	0.037393	160	4	0.30233
TAF6L	4	0.72645	0.73807	1	14605	1	0.31658	8.2833e-05	0.00031307	0.039511	161	3	0.31658
CEBPZ	4	0.99109	0.99106	1	19714	0	0.95957	8.3644e-05	0.00031503	0.039512	162	4	0.95957
YEATS4	4	0.99991	0.99991	1	20081	0	0.35027	8.6111e-05	0.00031993	0.039879	163	4	0.35027
THOC6	4	0.99991	0.99991	1	20080	0	0.34522	8.8071e-05	0.00032582	0.040363	164	4	0.34522
UTP20	4	0.75857	0.76335	1	15067	1	0.64055	9.0812e-05	0.00033807	0.041626	165	3	0.64055
ISG20L2	4	0.99991	0.99991	1	20079	0	0.63165	9.3216e-05	0.00034543	0.04202	166	4	0.63165
FNTA	4	0.99991	0.99991	1	20078	0	0.5331	9.4301e-05	0.00034935	0.042242	167	4	0.5331
ATP6V0D1	4	0.73493	0.74452	1	14713	1	0.72094	9.5176e-05	0.00035327	0.04227	168	3	0.72094
RPLP2	4	0.99159	0.99156	1	19726	0	0.75058	9.5366e-05	0.00035376	0.04227	169	4	0.75058
TWISTNB	4	0.99844	0.99845	1	19959	0	0.67398	9.6447e-05	0.00035965	0.04272	170	4	0.67398
POLR3K	4	0.99978	0.99978	1	20047	0	0.45476	9.7601e-05	0.00036553	0.043165	171	4	0.45476
TSR2	4	0.9999	0.9999	1	20076	0	0.75345	0.00010322	0.00038907	0.045585	172	4	0.75345
POLR1E	4	0.99935	0.99935	1	20009	0	0.53662	0.00010378	0.00039054	0.045585	173	4	0.53662
C12orf45	4	0.99982	0.99983	1	20053	0	0.64589	0.00010499	0.00039446	0.045778	174	4	0.64589
LHFPL2	4	0.99192	0.99191	1	19736	0	0.24984	0.00010785	0.00040721	0.046987	175	4	0.24984
DNAAF5	4	0.87854	0.87805	1	17350	0	0.35754	0.00011007	0.00041211	0.047072	176	3	0.35754
OSTC	4	0.99989	0.99989	1	20074	0	0.33271	0.00011023	0.0004126	0.047072	177	4	0.33271
LAS1L	4	0.81751	0.81701	1	16152	0	0.57509	0.00011401	0.00042854	0.048615	178	3	0.57509
SRF	4	0.87006	0.86955	1	17186	0	0.42696	0.00011545	0.00043418	0.048762	179	3	0.42696
TOMM40	4	0.96288	0.96273	1	19080	0	0.54054	0.00011559	0.00043467	0.048762	180	3	0.54054
PAICS	4	0.99988	0.99989	1	20072	0	0.38036	0.00011713	0.00044104	0.049204	181	4	0.38036
UTP23	4	0.99497	0.99497	1	19832	0	0.7691	0.00011996	0.00045379	0.050348	182	4	0.7691
UTP6	4	0.99958	0.9996	1	20028	0	0.86578	0.00012551	0.00047291	0.052183	183	4	0.86578
GRB2	4	0.99987	0.99988	1	20070	0	0.4176	0.00012848	0.00048419	0.052902	184	4	0.4176
PARP9	4	0.56639	0.63802	1	12582	1	0.20796	0.00012943	0.00048909	0.052902	185	3	0.20796
TTC1	4	0.99987	0.99987	1	20069	0	0.38	0.00013005	0.00049105	0.052902	186	4	0.38
NUFIP1	4	0.99987	0.99987	1	20067	0	0.35238	0.00013036	0.00049203	0.052902	187	4	0.35238
UTP15	4	0.99987	0.99987	1	20066	0	0.9406	0.00013043	0.00049252	0.052902	188	4	0.9406
MED23	4	0.99932	0.99933	1	20004	0	0.39987	0.00013184	0.00049939	0.053179	189	4	0.39987
HSPA8	4	0.99987	0.99987	1	20065	0	0.37562	0.00013208	0.00050037	0.053179	190	4	0.37562
THG1L	4	0.99987	0.99987	1	20064	0	0.41677	0.00013278	0.00050331	0.053211	191	4	0.41677
RPL19	4	0.99986	0.99987	1	20063	0	0.49362	0.00013647	0.00051606	0.054275	192	4	0.49362
C18orf21	4	0.99985	0.99986	1	20062	0	0.52773	0.00014149	0.00053028	0.055481	193	4	0.52773
HYOU1	4	0.99985	0.99985	1	20061	0	0.55829	0.00015242	0.00057465	0.059814	194	4	0.55829
EIF3I	4	0.99984	0.99985	1	20059	0	0.58022	0.00015579	0.00058667	0.060751	195	4	0.58022
NUDCD3	4	0.97535	0.97522	1	19352	0	0.44559	0.00016092	0.00060187	0.062007	196	3	0.44559
NOP16	4	0.99984	0.99984	1	20058	0	0.55407	0.00016351	0.00061069	0.062531	197	4	0.55407
CCDC105	4	0.97485	0.97473	1	19338	0	0.31536	0.00016451	0.00061314	0.062531	198	3	0.31536
SPATA48	4	0.99983	0.99984	1	20057	0	0.24915	0.00016591	0.00061756	0.062599	199	4	0.24915
EIF4E	4	0.99983	0.99984	1	20056	0	0.40783	0.00016675	0.00062001	0.062599	200	4	0.40783
DDX49	4	0.99983	0.99984	1	20055	0	0.67899	0.00016942	0.00063079	0.063371	201	4	0.67899
UVRAG	4	0.86801	0.86752	1	17140	0	0.30139	0.00017147	0.00063521	0.063499	202	3	0.30139
MLST8	4	0.99982	0.99983	1	20054	0	0.43636	0.00017708	0.0006558	0.065234	203	4	0.43636
RBM19	4	0.99769	0.99769	1	19927	0	0.52223	0.00017776	0.00065923	0.065254	204	4	0.52223
GTF3A	4	0.58621	0.64869	1	12785	1	0.61608	0.00018045	0.00066708	0.065709	205	3	0.61608
PRDM10	4	0.99982	0.99982	1	20052	0	0.26571	0.00018418	0.00068326	0.066796	206	4	0.26571
WDR5	4	0.99982	0.99982	1	20051	0	0.5647	0.00018426	0.00068473	0.066796	207	4	0.5647
WDR3	4	0.99981	0.99982	1	20050	0	0.61249	0.00018677	0.00069355	0.067331	208	4	0.61249
CMPK1	4	0.93576	0.93556	1	18534	0	0.5882	0.00019444	0.00072641	0.069991	209	3	0.5882
LTV1	4	0.99981	0.99981	1	20049	0	0.56494	0.00019471	0.00072788	0.069991	210	4	0.56494
UBE3D	4	0.99979	0.99979	1	20048	0	0.33855	0.00021445	0.00080044	0.076604	211	4	0.33855
PAK1IP1	4	0.99574	0.99574	1	19857	0	0.57254	0.0002164	0.00080682	0.076676	212	4	0.57254
ZNRD1	4	0.99769	0.99769	1	19928	0	0.4889	0.00021885	0.00081662	0.076676	213	4	0.4889
LARS1	4	0.99978	0.99978	1	20046	0	0.64526	0.00021983	0.00081859	0.076676	214	4	0.64526
IER3IP1	4	0.99978	0.99978	1	20045	0	0.21855	0.00022086	0.00082055	0.076676	215	4	0.21855
GABPB1	4	0.9484	0.94828	1	18764	0	0.29807	0.00022145	0.00082398	0.076676	216	3	0.29807
C1orf127	4	0.99978	0.99978	1	20044	0	0.16857	0.00022151	0.00082398	0.076676	217	4	0.16857
GNL3L	4	0.99846	0.99847	1	19963	0	0.41073	0.00022861	0.00085683	0.07923	218	4	0.41073
DDX21	4	0.99977	0.99977	1	20043	0	0.6323	0.00022942	0.00086124	0.07923	219	4	0.6323
GTPBP4	4	0.99977	0.99977	1	20042	0	0.57231	0.00022981	0.0008632	0.07923	220	4	0.57231
ZW10	4	0.99818	0.9982	1	19948	0	0.32478	0.0002373	0.00088968	0.081291	221	4	0.32478
SON	4	0.96675	0.96662	1	19165	0	0.29613	0.00024978	0.00092646	0.084247	222	3	0.29613
DOHH	4	0.99855	0.99855	1	19966	0	0.32411	0.00025074	0.00093038	0.084247	223	4	0.32411
CHD4	4	0.99974	0.99974	1	20041	0	0.33663	0.00026126	0.00097402	0.087805	224	4	0.33663
CHMP7	4	0.99658	0.99658	1	19883	0	0.31334	0.00027271	0.0010181	0.091375	225	4	0.31334
SIN3A	4	0.99972	0.99973	1	20040	0	0.27894	0.00028072	0.0010392	0.092855	226	4	0.27894
CARS1	4	0.99816	0.99818	1	19946	0	0.46447	0.00029432	0.0010937	0.097287	227	4	0.46447
VHL	4	0.99939	0.9994	1	20013	0	0.50798	0.00030282	0.0011216	0.099336	228	4	0.50798
TBC1D20	4	0.99667	0.99667	1	19887	0	0.28521	0.00031117	0.0011496	0.101366	229	4	0.28521
NOC2L	4	0.99956	0.99958	1	20027	0	0.67203	0.0003145	0.0011613	0.101421	230	4	0.67203
NDOR1	4	0.83658	0.83589	1	16518	0	0.52581	0.00031506	0.0011652	0.101421	231	3	0.52581
STX18	4	0.97339	0.97325	1	19312	0	0.35106	0.00033076	0.0012187	0.105618	232	3	0.35106
ALDOA	4	0.98842	0.98839	1	19635	0	0.49153	0.0003321	0.0012251	0.105716	233	4	0.49153
GRPEL1	4	0.98092	0.9809	1	19463	0	0.47442	0.00034143	0.0012564	0.107963	234	3	0.47442
CDC73	4	0.8474	0.84674	1	16733	0	0.33453	0.0003481	0.0012873	0.110149	235	3	0.33453
KARS1	4	0.99955	0.99957	1	20026	0	0.40159	0.00035214	0.0013045	0.111146	236	4	0.40159
MOCS3	4	0.99038	0.99031	1	19690	0	0.45925	0.00036122	0.0013408	0.113757	237	4	0.45925
SLC35B1	4	0.99963	0.99965	1	20038	0	0.41847	0.0003659	0.0013658	0.115394	238	4	0.41847
RRP1	4	0.99963	0.99964	1	20037	0	0.58563	0.00037474	0.0013937	0.117265	239	4	0.58563
DIMT1	4	0.99962	0.99963	1	20035	0	0.43739	0.00037923	0.0014094	0.118093	240	4	0.43739
ATP6V1H	4	0.61729	0.66639	1	13176	1	0.49067	0.00038398	0.0014217	0.118508	241	3	0.49067
TRNT1	4	0.98185	0.98184	1	19487	0	0.63458	0.00038589	0.0014295	0.118508	242	3	0.63458
NMD3	4	0.99961	0.99963	1	20033	0	0.54145	0.00038674	0.001432	0.118508	243	4	0.54145
GUK1	3	0.95835	0.95858	1	18987	0	0.82058	0.0003946	0.0011569	0.101421	244	3	0.82058
NSF	4	0.9996	0.99962	1	20032	0	0.5775	0.00039698	0.0014668	0.120893	245	4	0.5775
