id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
SYS1	4	0.083658	0.18653	0.994491	3616	1	0.96067	0.00064373	0.0023787	0.550236	81	3	0.96067
CCDC85B	4	0.99628	0.99626	1	20081	0	1.0622	0.00064691	0.0023899	0.550236	82	4	1.0622
ATAD3C	4	0.95052	0.95045	1	19165	0	1.095	0.0006485	0.0023978	0.550236	83	3	1.095
GPN2	4	0.9745	0.97456	1	19611	0	1.4458	0.00067091	0.0024733	0.561186	84	3	1.4458
STARD13	4	0.98251	0.98246	1	19775	0	0.9515	0.00069315	0.0025581	0.564948	85	4	0.9515
SOCS3	4	0.97819	0.97826	1	19686	0	1.1181	0.0006938	0.0025586	0.564948	86	3	1.1181
AP4S1	4	0.13139	0.26995	0.994491	5297	1	1.191	0.0006982	0.0025738	0.564948	87	3	1.191
ARL3	4	0.38392	0.53204	1	10412	1	1.0324	0.00071015	0.0026233	0.569626	88	3	1.0324
SNAPC2	4	0.35728	0.50571	1	9913	1	0.61563	0.00073214	0.0026964	0.572165	89	2	0.61563
NO_SITE_97	1	0.99926	0.99929	1	20160	0	1.1876	0.00074365	0.00074549	0.338678	90	1	1.1876
COG2	4	0.99552	0.99549	1	20061	0	0.9843	0.00074401	0.0027297	0.572165	91	4	0.9843
RABEPK	4	0.99926	0.99925	1	20159	0	0.78445	0.00074412	0.0027297	0.572165	92	4	0.78445
ZFY	4	0.87055	0.87032	1	17500	0	1.0112	0.0007489	0.0027483	0.572165	93	3	1.0112
FERMT2	4	0.99923	0.99923	1	20158	0	0.63991	0.00076603	0.0028101	0.579056	94	4	0.63991
TAFA5	4	0.26997	0.41954	1	8187	1	1.0009	0.00079067	0.0028891	0.589309	95	3	1.0009
GMPS	4	0.99919	0.99919	1	20156	0	0.83825	0.00081255	0.0029621	0.590935	96	4	0.83825
FZR1	4	0.99918	0.99918	1	20155	0	0.50066	0.0008198	0.0029876	0.590935	97	4	0.50066
FUBP1	4	0.99454	0.99455	1	20040	0	0.85936	0.0008221	0.0029945	0.590935	98	4	0.85936
SELPLG	4	0.99917	0.99918	1	20154	0	0.76496	0.00082633	0.0030141	0.590935	99	4	0.76496
NUP188	4	0.99915	0.99915	1	20153	0	0.79771	0.00084746	0.0030989	0.601723	100	4	0.79771
USP3	4	0.30755	0.45653	1	8939	2	0.45126	0.00087523	0.0032004	0.615512	101	2	0.45126
PRB4	4	0.9991	0.9991	1	20152	0	0.56388	0.00089895	0.0032798	0.622236	102	4	0.56388
USP51	4	0.72514	0.7499	1	14989	1	0.44934	0.00090501	0.003297	0.622236	103	2	0.44934
MT1H	5	0.26111	0.45979	1	8021	2	0.9949	0.00093135	0.0041874	0.657648	104	3	0.9949
SMIM29	4	0.99907	0.99907	1	20151	0	0.44887	0.00093217	0.0033945	0.628895	105	4	0.44887
SLC7A9	4	0.99087	0.99087	1	19973	0	1.0451	0.00094476	0.0034377	0.631098	106	4	1.0451
SERPINB11	4	0.013826	0.045348	0.964862	933	3	-1.15	0.00095671	0.0034872	0.634422	107	1	-1.15
DHPS	4	0.99902	0.99903	1	20150	0	0.91368	0.00097569	0.0035549	0.640957	108	4	0.91368
RORA	4	0.078439	0.17692	0.994491	3443	1	0.049401	0.0010084	0.0036691	0.649711	109	1	0.049401
LZTFL1	4	0.99899	0.99899	1	20149	0	0.61716	0.0010087	0.0036701	0.649711	110	4	0.61716
TRMU	4	0.92555	0.92565	1	18618	0	0.66055	0.0010349	0.0037647	0.649711	111	2	0.66055
DYRK1A	4	0.99895	0.99895	1	20148	0	0.61055	0.0010455	0.0038054	0.649711	112	4	0.61055
PPP1R8	4	0.90488	0.90479	1	18196	0	0.98086	0.0010503	0.0038226	0.649711	113	3	0.98086
CAMLG	4	0.99894	0.99894	1	20147	0	0.65647	0.0010585	0.003853	0.649711	114	4	0.65647
ASCC3	4	0.96337	0.9633	1	19401	0	0.74043	0.0010753	0.0039206	0.652613	115	3	0.74043
ELAVL1	4	0.80081	0.80489	1	16153	1	0.82323	0.0010819	0.0039427	0.652613	116	3	0.82323
ADGRE5	4	0.96565	0.96556	1	19445	0	1.128	0.0011181	0.0040726	0.657648	117	3	1.128
TDG	4	0.99888	0.99887	1	20146	0	0.74125	0.0011227	0.0040893	0.657648	118	4	0.74125
TMEM167A	2	0.76673	0.76638	1	15593	0	1.1599	0.0011249	0.0021938	0.546938	119	1	1.1599
SYCP2	4	0.88043	0.88034	1	17712	0	0.56335	0.0011331	0.0041275	0.657648	120	2	0.56335
ACSM1	4	0.99886	0.99885	1	20145	0	0.737	0.0011393	0.0041511	0.657648	121	4	0.737
DYM	4	0.84683	0.84658	1	17013	0	0.96632	0.0011524	0.0041986	0.657648	122	3	0.96632
VKORC1	4	0.99885	0.99884	1	20144	0	0.60789	0.0011528	0.0042011	0.657648	123	4	0.60789
KRTAP13-2	4	0.65159	0.70641	1	14054	1	0.83033	0.001196	0.0043496	0.670509	124	3	0.83033
UBE2O	4	0.72483	0.74969	1	14984	1	0.18274	0.0012152	0.0044168	0.670625	125	1	0.18274
ANKLE2	4	0.99083	0.99083	1	19969	0	1.3374	0.0012483	0.0045227	0.68158	126	4	1.3374
PCDH18	4	0.98369	0.98364	1	19799	0	0.81525	0.0012732	0.0046134	0.684116	127	4	0.81525
NDUFS6	4	0.35568	0.50414	1	9883	1	0.97536	0.0012888	0.0046688	0.684116	128	3	0.97536
ZIC2	4	0.99598	0.99594	1	20073	0	1.0271	0.0013064	0.0047267	0.684116	129	4	1.0271
AP3M1	4	0.99868	0.99867	1	20143	0	0.78444	0.0013173	0.0047634	0.684116	130	4	0.78444
ADGRE1	4	0.99868	0.99867	1	20142	0	0.69192	0.0013202	0.0047728	0.684116	131	4	0.69192
NAP1L1	4	0.99658	0.99659	1	20084	0	0.84209	0.0013213	0.0047767	0.684116	132	4	0.84209
ACTRT1	4	0.99865	0.99863	1	20141	0	0.76859	0.0013501	0.0048713	0.687846	133	4	0.76859
POU4F3	4	0.99864	0.99862	1	20140	0	0.44955	0.0013589	0.0049037	0.687846	134	4	0.44955
DNAJC8	4	0.88191	0.88178	1	17734	0	1.0159	0.0013639	0.0049233	0.687846	135	3	1.0159
GABRG3	4	0.14262	0.28882	0.9947	5668	3	-0.67098	0.0013702	0.004939	0.687846	136	1	-0.67098
TNIK	4	0.14407	0.2912	0.995504	5713	1	0.8653	0.0013867	0.0050047	0.691096	137	3	0.8653
SPATA21	4	0.73183	0.75424	1	15077	1	0.51851	0.0013957	0.0050375	0.691096	138	2	0.51851
SLC25A27	4	0.37608	0.52437	1	10263	1	0.77158	0.001403	0.005065	0.691096	139	3	0.77158
ZBTB22	4	0.83357	0.83377	1	16764	1	1.0401	0.0014134	0.0051008	0.691308	140	3	1.0401
DIDO1	4	0.99348	0.99351	1	20017	0	0.7409	0.0014377	0.0051836	0.697243	141	4	0.7409
ODAPH	4	0.99853	0.99851	1	20139	0	0.50045	0.0014655	0.0052743	0.697243	142	4	0.50045
BCAS2	4	0.99799	0.99799	1	20116	0	0.83518	0.0014656	0.0052743	0.697243	143	4	0.83518
HMG20B	4	0.99853	0.99851	1	20138	0	0.49684	0.0014686	0.0052827	0.697243	144	4	0.49684
SORBS2	4	0.85639	0.85618	1	17219	0	0.65798	0.0014875	0.0053518	0.701781	145	2	0.65798
LOC107985907	1	0.99851	0.99853	1	20137	0	2.2422	0.0014938	0.0014814	0.491259	146	1	2.2422
ASB4	4	0.9985	0.99847	1	20136	0	0.77682	0.0015035	0.0054087	0.703998	147	4	0.77682
TBR1	4	0.86795	0.86772	1	17446	0	0.85389	0.0015135	0.0054459	0.703998	148	3	0.85389
ATP6V0D1	3	0.99849	0.99852	1	20135	0	0.99663	0.0015135	0.0042736	0.663861	149	3	0.99663
ZXDA	4	0.99847	0.99845	1	20134	0	1.0695	0.0015285	0.0055018	0.703998	150	4	1.0695
FBH1	4	0.99846	0.99844	1	20133	0	0.56193	0.0015389	0.0055347	0.703998	151	4	0.56193
RFPL4B	4	0.98392	0.98387	1	19804	0	1.0523	0.0015426	0.005543	0.703998	152	4	1.0523
ARHGEF16	4	0.20655	0.35714	1	7005	1	-0.99977	0.0015769	0.0056651	0.71075	153	1	-0.99977
RAB30	4	0.044278	0.11232	0.994491	2177	1	0.81108	0.0015773	0.0056666	0.71075	154	3	0.81108
SEC22B	4	0.99837	0.99837	1	20132	0	1.3129	0.0016253	0.0058421	0.721592	155	4	1.3129
H2AC12	4	0.72459	0.74954	1	14980	1	0.94526	0.0016427	0.0059049	0.721592	156	3	0.94526
SGTB	4	0.99835	0.99834	1	20131	0	0.65599	0.0016495	0.0059259	0.721592	157	4	0.65599
FAM243A	4	0.9918	0.99181	1	19987	0	0.91312	0.0016717	0.005997	0.721592	158	4	0.91312
NFATC2IP	4	0.90652	0.90645	1	18238	0	0.9971	0.0016747	0.0060103	0.721592	159	3	0.9971
NDC1	4	0.18959	0.34035	0.999272	6695	1	0.75428	0.0016809	0.0060328	0.721592	160	3	0.75428
C1orf141	4	0.99569	0.99567	1	20064	0	0.91534	0.0016943	0.0060809	0.721592	161	4	0.91534
DNAJC14	4	0.9983	0.9983	1	20129	0	0.62157	0.0016992	0.0060983	0.721592	162	4	0.62157
CMSS1	4	0.69906	0.73358	1	14644	1	0.89277	0.0017095	0.0061323	0.721592	163	3	0.89277
DPH2	4	0.99829	0.99829	1	20128	0	0.70734	0.0017118	0.0061412	0.721592	164	4	0.70734
CTSL	4	0.99829	0.99828	1	20127	0	0.55239	0.001714	0.0061461	0.721592	165	4	0.55239
TIMM17B	4	0.023865	0.071222	0.981018	1426	1	1.0272	0.0017243	0.0061838	0.721828	166	3	1.0272
PLK5	4	0.25476	0.40457	1	7891	2	0.35803	0.001749	0.0062662	0.723083	167	2	0.35803
BARHL2	4	0.99825	0.99825	1	20126	0	0.79082	0.0017491	0.0062662	0.723083	168	4	0.79082
EDNRB	4	0.99822	0.99822	1	20125	0	0.64149	0.0017758	0.0063628	0.730057	169	4	0.64149
OR10H3	4	0.99821	0.99821	1	20124	0	0.5172	0.0017879	0.0064064	0.730833	170	4	0.5172
NPC1	4	0.082301	0.18406	0.994491	3568	1	0.87756	0.0018077	0.0064677	0.730833	171	3	0.87756
KDM1A	4	0.99818	0.99818	1	20123	0	0.57755	0.0018182	0.0064991	0.730833	172	4	0.57755
TGFBR1	4	0.99818	0.99818	1	20122	0	0.88933	0.0018242	0.0065261	0.730833	173	4	0.88933
LOC102724957	4	0.75211	0.76801	1	15388	1	0.11075	0.0018352	0.0065658	0.730833	174	2	0.11075
PTPN13	4	0.99813	0.99812	1	20121	0	0.77536	0.0018744	0.0067104	0.730833	175	4	0.77536
NXPH2	4	0.57575	0.66796	1	13169	1	0.80536	0.0018869	0.0067582	0.730833	176	3	0.80536
PCYT1A	4	0.98454	0.98449	1	19818	0	0.93087	0.0018895	0.0067702	0.730833	177	4	0.93087
ZNF714	4	0.063681	0.1494	0.994491	2918	1	1.0481	0.0018936	0.0067859	0.730833	178	3	1.0481
CYP4A11	4	0.34617	0.49477	1	9685	2	0.33171	0.0018942	0.0067896	0.730833	179	2	0.33171
PCBD1	4	0.99382	0.99385	1	20027	0	0.72652	0.0018996	0.006805	0.730833	180	4	0.72652
LMAN2	4	0.99808	0.99808	1	20120	0	0.71592	0.0019172	0.0068702	0.730833	181	4	0.71592
CXorf56	4	0.52043	0.64331	1	12612	1	1.058	0.0019177	0.0068712	0.730833	182	3	1.058
TMED9	4	0.70187	0.73529	1	14681	1	0.91912	0.0019231	0.0068952	0.730833	183	3	0.91912
UBR2	4	0.99807	0.99807	1	20119	0	0.66076	0.0019277	0.0069124	0.730833	184	4	0.66076
NO_SITE_597	1	0.99805	0.99806	1	20118	0	1.2255	0.0019464	0.0019139	0.544345	185	1	1.2255
GET1	6	0.85722	0.88373	1	17238	1	0.68435	0.0019591	0.0098238	0.793018	186	4	0.68435
GASK1A	4	0.3608	0.50926	1	9977	1	0.67048	0.0019648	0.007036	0.738291	187	2	0.67048
CCT4	4	0.032715	0.089253	0.992548	1769	2	-0.14227	0.0019703	0.0070561	0.738291	188	2	-0.14227
COL6A6	4	0.99799	0.99799	1	20117	0	0.98215	0.0020052	0.0071826	0.747652	189	4	0.98215
ELP2	4	0.99798	0.99798	1	20115	0	0.89749	0.002017	0.0072355	0.749302	190	4	0.89749
PRPF38A	4	0.5718	0.66609	1	13120	1	0.90606	0.0020419	0.0073277	0.751244	191	3	0.90606
CCDC114	4	0.22033	0.3707	1	7255	1	0.82518	0.0020423	0.0073287	0.751244	192	3	0.82518
TRIM35	4	0.59284	0.6762	1	13358	1	0.5298	0.0020619	0.0074002	0.75475	193	2	0.5298
FAM189B	4	0.99792	0.99792	1	20114	0	0.65807	0.0020795	0.0074625	0.757276	194	4	0.65807
ZNF707	4	0.26396	0.41376	1	8074	1	0.76579	0.0020935	0.0075155	0.758499	195	3	0.76579
OR5D16	4	0.39963	0.54766	1	10716	1	0.83382	0.0021217	0.0076199	0.758499	196	3	0.83382
F9	4	0.83727	0.83728	1	16840	1	0.88599	0.0021236	0.0076248	0.758499	197	3	0.88599
TMX2	4	0.80808	0.81097	1	16271	1	0.89549	0.0021456	0.0077082	0.763031	198	3	0.89549
DLL3	4	0.0030158	0.01069	0.911939	221	3	-2.2125	0.0021968	0.0078891	0.775506	199	1	-2.2125
ONE_INTERGENIC_SITE_32	1	0.99779	0.99781	1	20113	0	1.7311	0.0022051	0.0021919	0.546938	200	1	1.7311
CFAP69	4	0.99779	0.99779	1	20112	0	0.51908	0.0022091	0.0079273	0.775506	201	4	0.51908
NDUFA3	4	0.90125	0.90119	1	18119	0	1.0588	0.0022628	0.0081352	0.784653	202	3	1.0588
RBMS2	4	0.015915	0.051791	0.969727	1054	1	0.77925	0.0022716	0.0081597	0.784653	203	2	0.77925
LRPAP1	4	0.99771	0.99772	1	20111	0	0.73102	0.0022884	0.0082166	0.786378	204	4	0.73102
SNAPC3	4	0.25748	0.4073	1	7956	2	-0.37058	0.0023001	0.0082622	0.787012	205	1	-0.37058
ATP6V1F	4	0.97767	0.97777	1	19672	0	1.0298	0.0023331	0.008371	0.793018	206	3	1.0298
RPA3	4	0.74586	0.76365	1	15295	1	-0.23008	0.0023517	0.0084382	0.793018	207	1	-0.23008
NUPR1	4	0.77531	0.78477	1	15743	1	1.049	0.0023884	0.0085691	0.793018	208	3	1.049
GPR132	4	0.11508	0.24215	0.994491	4704	3	-0.54655	0.0024034	0.0086152	0.793018	209	1	-0.54655
CENPM	4	0.15256	0.30356	0.997479	5953	1	0.53651	0.0024149	0.0086554	0.793018	210	2	0.53651
SNX8	4	0.049219	0.12185	0.994491	2372	1	0.93063	0.0024209	0.0086726	0.793018	211	3	0.93063
OAF	4	0.99757	0.99756	1	20109	0	0.64345	0.0024313	0.0087123	0.793018	212	4	0.64345
DCLK3	4	0.88489	0.88476	1	17791	0	0.96277	0.0024382	0.0087387	0.793018	213	3	0.96277
USO1	4	0.10871	0.23103	0.994491	4487	2	0.43111	0.0024636	0.008826	0.793018	214	2	0.43111
MCEMP1	4	0.99752	0.99751	1	20108	0	0.58175	0.0024787	0.0088795	0.793018	215	4	0.58175
ZNF367	4	0.99749	0.99748	1	20107	0	0.55845	0.0025075	0.0089775	0.793018	216	4	0.55845
RRP36	4	0.98864	0.98865	1	19912	0	1.0184	0.0025081	0.0089824	0.793018	217	4	1.0184
LSM2	4	0.98882	0.98881	1	19918	0	1.0342	0.0025096	0.0089854	0.793018	218	4	1.0342
DGKZ	4	0.90295	0.90291	1	18154	0	0.71505	0.0025102	0.0089863	0.793018	219	3	0.71505
ATP6V0D2	4	0.91709	0.91708	1	18449	0	0.9334	0.0025135	0.0089942	0.793018	220	3	0.9334
MIER3	4	0.30457	0.4536	1	8881	1	0.66061	0.0025233	0.0090275	0.793018	221	3	0.66061
UNC45B	4	0.92013	0.92018	1	18521	0	0.71604	0.0025468	0.009107	0.793018	222	3	0.71604
GPC3	4	0.98053	0.98052	1	19731	0	0.84636	0.0025627	0.0091624	0.793018	223	4	0.84636
COLGALT1	4	0.99743	0.99742	1	20106	0	0.71746	0.0025654	0.0091717	0.793018	224	4	0.71746
C1GALT1	4	0.60866	0.68401	1	13535	1	0.58617	0.0025655	0.0091717	0.793018	225	2	0.58617
SRP9	4	0.99743	0.99742	1	20105	0	0.67824	0.0025701	0.0091825	0.793018	226	4	0.67824
GJA4	4	0.91485	0.91481	1	18403	0	0.76477	0.0025827	0.0092239	0.793018	227	3	0.76477
CHIC2	4	0.9974	0.99739	1	20104	0	0.60989	0.0025956	0.0092722	0.793018	228	4	0.60989
HNRNPA2B1	4	0.93851	0.93847	1	18895	0	0.68785	0.0026094	0.0093217	0.793018	229	3	0.68785
PLEKHG5	4	0.99734	0.99733	1	20103	0	0.59937	0.0026611	0.0094811	0.793018	230	4	0.59937
ADAMTS20	4	0.2302	0.38042	1	7432	1	0.97269	0.0026789	0.0095343	0.793018	231	3	0.97269
PUDP	4	0.99732	0.99731	1	20102	0	0.52642	0.0026811	0.0095438	0.793018	232	4	0.52642
PRDM13	4	0.98393	0.98388	1	19805	0	0.82807	0.002697	0.0095958	0.793018	233	4	0.82807
WDR13	4	0.27746	0.42697	1	8335	1	0.72346	0.0027244	0.009685	0.793018	234	3	0.72346
MRGPRX3	4	0.99226	0.99227	1	19996	0	0.82254	0.0027474	0.0097713	0.793018	235	4	0.82254
CCDC157	4	0.99724	0.99723	1	20100	0	0.74936	0.0027563	0.0098032	0.793018	236	4	0.74936
RNASEK	4	0.082738	0.18485	0.994491	3584	1	0.51948	0.0027592	0.009811	0.793018	237	2	0.51948
CCDC96	4	0.20625	0.35683	1	6995	2	0.048514	0.0027648	0.0098304	0.793018	238	2	0.048514
LOC101929106	4	0.87408	0.87391	1	17570	0	0.82889	0.0027657	0.009835	0.793018	239	3	0.82889
KLK2	4	0.99723	0.99722	1	20099	0	0.81963	0.0027694	0.0098502	0.793018	240	4	0.81963
PRMT6	4	0.99723	0.99722	1	20098	0	0.74427	0.0027744	0.0098669	0.793018	241	4	0.74427
AK5	4	0.99721	0.99721	1	20097	0	0.67052	0.0027894	0.0099152	0.793018	242	4	0.67052
FKBP2	4	0.73058	0.75343	1	15059	1	0.55259	0.0027949	0.0099353	0.793018	243	2	0.55259
KYAT1	4	0.45302	0.60049	1	11693	2	-0.012891	0.0028164	0.010005	0.795412	244	2	-0.012891
