id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
EIF6	4	1	1	1	20164	0	0.75323	9.186e-09	2.4516e-07	6.8e-05	35	4	0.75323
RTN4	4	0.78324	0.78812	1	14802	1	1.0774	1.0461e-08	2.4516e-07	6.8e-05	36	3	1.0774
ELP2	4	1	1	1	20163	0	0.61497	1.0678e-08	2.4516e-07	6.8e-05	37	4	0.61497
ELP1	4	1	1	1	20162	0	0.60223	1.1925e-08	2.4516e-07	6.8e-05	38	4	0.60223
SAMM50	4	1	1	1	20161	0	0.69743	1.2223e-08	2.4516e-07	6.8e-05	39	4	0.69743
PIK3R4	4	1	1	1	20160	0	0.56817	1.3602e-08	2.4516e-07	6.8e-05	40	4	0.56817
NHP2	4	1	1	1	20159	0	0.6687	1.5023e-08	2.4516e-07	6.8e-05	41	4	0.6687
POLR3H	4	1	1	1	20158	0	1.2843	1.6782e-08	2.4516e-07	6.8e-05	42	4	1.2843
CYCS	4	1	1	1	20157	0	0.58297	1.7558e-08	2.4516e-07	6.8e-05	43	4	0.58297
ZCRB1	4	1	1	1	20156	0	0.92289	1.7956e-08	2.4516e-07	6.8e-05	44	4	0.92289
TNPO1	4	1	1	1	20155	0	0.72068	1.8198e-08	2.4516e-07	6.8e-05	45	4	0.72068
VPS18	4	1	1	1	20154	0	0.50523	1.8361e-08	2.4516e-07	6.8e-05	46	4	0.50523
RPP21	4	1	1	1	20153	0	0.74679	2.0756e-08	2.4516e-07	6.8e-05	47	4	0.74679
DOHH	4	1	1	1	20152	0	0.44951	2.2797e-08	2.4516e-07	6.8e-05	48	4	0.44951
PRMT5	4	1	1	1	20151	0	0.53293	2.4272e-08	2.4516e-07	6.8e-05	49	4	0.53293
PSMG3	4	1	1	1	20150	0	0.66505	2.7546e-08	2.4516e-07	6.8e-05	50	4	0.66505
TBL1XR1	4	1	1	1	20149	0	0.629	3.3511e-08	2.4516e-07	6.8e-05	51	4	0.629
TIMM9	4	1	1	1	20148	0	0.73435	3.3639e-08	2.4516e-07	6.8e-05	52	4	0.73435
PELO	4	1	1	1	20147	0	0.7488	3.4548e-08	2.4516e-07	6.8e-05	53	4	0.7488
CLTC	4	1	1	1	20146	0	0.96206	3.8512e-08	2.4516e-07	6.8e-05	54	4	0.96206
VPS35L	4	1	1	1	20143	0	0.71654	3.995e-08	2.4516e-07	6.8e-05	55	4	0.71654
GGPS1	4	1	1	1	20145	0	0.85158	4.2195e-08	2.4516e-07	6.8e-05	56	4	0.85158
WASHC5	4	1	1	1	20144	0	0.706	4.5973e-08	2.4516e-07	6.8e-05	57	4	0.706
TRIAP1	4	1	1	1	20142	0	0.83806	7.3078e-08	2.4516e-07	6.8e-05	58	4	0.83806
CHUK	4	1	1	1	20059	0	0.7027	7.5084e-08	2.4516e-07	6.8e-05	59	4	0.7027
TBC1D5	4	1	1	1	20141	0	0.43557	9.9817e-08	2.4516e-07	6.8e-05	60	4	0.43557
COMMD4	4	0.99914	0.99913	1	19785	0	0.67565	1.032e-07	2.4516e-07	6.8e-05	61	4	0.67565
GTF3C4	4	1	1	1	20140	0	0.60352	1.0395e-07	2.4516e-07	6.8e-05	62	4	0.60352
CASP9	4	1	1	1	20139	0	0.4385	1.107e-07	2.4516e-07	6.8e-05	63	4	0.4385
ATP6V1C1	4	1	1	1	20138	0	0.69501	1.1133e-07	2.4516e-07	6.8e-05	64	4	0.69501
GEMIN8	4	1	1	1	20137	0	0.7453	1.1943e-07	2.4516e-07	6.8e-05	65	4	0.7453
DKC1	4	1	1	1	20136	0	0.73972	1.2761e-07	2.4516e-07	6.8e-05	66	4	0.73972
GEMIN7	4	0.9879	0.98786	1	19222	0	0.89521	1.2797e-07	2.4516e-07	6.8e-05	67	4	0.89521
RIOK1	4	1	1	1	20135	0	0.67119	1.3294e-07	2.4516e-07	6.8e-05	68	4	0.67119
SPATA5	4	1	1	1	20134	0	0.47249	1.3805e-07	2.4516e-07	6.8e-05	69	4	0.47249
MAP3K14	4	1	1	1	20133	0	0.46514	1.7281e-07	2.4516e-07	6.8e-05	70	4	0.46514
PYROXD1	4	1	1	1	20132	0	0.67169	1.9921e-07	2.4516e-07	6.8e-05	71	4	0.67169
MTMR9	4	1	1	1	20131	0	0.40089	2.1685e-07	2.4516e-07	6.8e-05	72	4	0.40089
AP2M1	4	1	1	1	20130	0	0.70901	2.2369e-07	2.4516e-07	6.8e-05	73	4	0.70901
EGFR	4	1	1	1	20129	0	0.51705	2.3563e-07	4.9032e-07	0.000134	74	4	0.51705
RPP14	4	1	1	1	20128	0	0.43903	2.492e-07	7.3548e-07	0.000155	75	4	0.43903
CARS1	4	1	1	1	20127	0	0.55385	2.5562e-07	7.3548e-07	0.000155	76	4	0.55385
PTPA	4	1	1	1	20126	0	0.48483	2.756e-07	7.3548e-07	0.000155	77	4	0.48483
PRMT1	4	1	1	1	20125	0	0.73226	2.8251e-07	7.3548e-07	0.000155	78	4	0.73226
UROD	4	1	1	1	20124	0	0.55643	2.8955e-07	7.3548e-07	0.000155	79	4	0.55643
EIF3I	4	1	1	1	20123	0	0.59132	3.0403e-07	7.3548e-07	0.000155	80	4	0.59132
RMC1	4	1	1	1	20099	0	0.50168	3.1196e-07	7.3548e-07	0.000155	81	4	0.50168
CIAO2B	4	1	1	1	20122	0	0.83232	3.2889e-07	7.3548e-07	0.000155	82	4	0.83232
RAB7A	4	0.76927	0.77713	1	14605	1	1.0152	3.3811e-07	7.3548e-07	0.000155	83	3	1.0152
WASHC3	4	0.99723	0.99722	1	19629	0	0.71823	3.4111e-07	7.3548e-07	0.000155	84	4	0.71823
AHR	4	1	1	1	20120	0	0.24746	3.6976e-07	7.3548e-07	0.000155	85	4	0.24746
ATP6AP2	4	1	1	1	20119	0	0.62321	3.7054e-07	7.3548e-07	0.000155	86	4	0.62321
TP53RK	4	1	1	1	20118	0	0.87359	3.721e-07	7.3548e-07	0.000155	87	4	0.87359
TAF1C	4	1	1	1	20117	0	0.52464	3.7444e-07	7.3548e-07	0.000155	88	4	0.52464
HCCS	4	1	1	1	20116	0	0.28616	3.7838e-07	7.3548e-07	0.000155	89	4	0.28616
METTL16	4	0.99999	1	1	20055	0	0.93046	3.9143e-07	7.3548e-07	0.000155	90	4	0.93046
PSTK	4	1	1	1	20115	0	0.39546	4.0762e-07	7.3548e-07	0.000155	91	4	0.39546
ZRSR2	4	1	1	1	20114	0	0.33536	4.35e-07	7.3548e-07	0.000155	92	4	0.33536
ATP6V0C	4	1	1	1	20113	0	0.6087	4.6467e-07	7.3548e-07	0.000155	93	4	0.6087
GAK	4	0.99871	0.9987	1	19738	0	0.48918	4.7207e-07	7.3548e-07	0.000155	94	4	0.48918
DDX1	4	1	1	1	20112	0	0.48126	4.7302e-07	7.3548e-07	0.000155	95	4	0.48126
GTF3C5	4	0.99992	0.99993	1	19969	0	0.64719	5.0642e-07	7.3548e-07	0.000155	96	4	0.64719
ANKRD20A1	13	0.99801	0.998	1	19689	0	0.27326	5.1717e-07	4.658e-06	0.000677	97	11	0.27326
COMMD8	4	1	1	1	20111	0	0.44252	5.2045e-07	1.2258e-06	0.000231	98	4	0.44252
ZBTB8OS	4	0.60897	0.67638	1	12674	1	1.0971	5.3425e-07	1.2258e-06	0.000231	99	3	1.0971
CTU2	4	1	1	1	20110	0	0.5372	5.4807e-07	1.2258e-06	0.000231	100	4	0.5372
GLRX3	3	1	1	1	20109	0	0.52058	5.5101e-07	2.2064e-06	0.000387	101	3	0.52058
TOMM40	4	1	1	1	20108	0	0.58423	5.533e-07	1.2258e-06	0.000231	102	4	0.58423
PRPF39	4	0.99998	0.99998	1	20020	0	0.4587	5.6309e-07	1.2258e-06	0.000231	103	4	0.4587
CYB5B	4	1	1	1	20107	0	0.32405	5.7894e-07	1.2258e-06	0.000231	104	4	0.32405
SBDS	4	1	1	1	20106	0	0.76421	5.8988e-07	1.2258e-06	0.000231	105	4	0.76421
WDR5	4	1	1	1	20105	0	0.4912	6.2134e-07	1.2258e-06	0.000231	106	4	0.4912
SPNS1	4	1	1	1	20104	0	0.38139	6.387e-07	1.2258e-06	0.000231	107	4	0.38139
RPP30	4	1	1	1	20103	0	0.78808	6.4339e-07	1.2258e-06	0.000231	108	4	0.78808
DYRK1A	4	1	1	1	20102	0	0.35673	6.5762e-07	1.2258e-06	0.000231	109	4	0.35673
AP1M1	4	1	1	1	20101	0	0.54696	6.6844e-07	1.7161e-06	0.000312	110	4	0.54696
LUC7L3	4	1	1	1	20100	0	0.61578	6.794e-07	1.7161e-06	0.000312	111	4	0.61578
THG1L	4	0.9801	0.98012	1	18945	0	0.83338	6.8878e-07	1.7161e-06	0.000312	112	3	0.83338
ELAC2	4	0.99834	0.99834	1	19712	0	0.69263	6.9841e-07	1.7161e-06	0.000312	113	4	0.69263
ELP3	4	1	1	1	20098	0	0.69512	8.1886e-07	2.2064e-06	0.000387	114	4	0.69512
CLNS1A	4	1	1	1	20097	0	0.82922	8.4451e-07	2.2064e-06	0.000387	115	4	0.82922
DHX33	4	1	1	1	20096	0	0.63111	8.6195e-07	2.2064e-06	0.000387	116	4	0.63111
SCAF4	4	1	1	1	20095	0	0.35362	9.1283e-07	2.6967e-06	0.000465	117	4	0.35362
FOXD4	8	0.95502	0.95896	1	18231	1	0.37908	9.4837e-07	8.5806e-06	0.001125	118	7	0.37908
POLR1E	4	1	1	1	20094	0	0.48739	9.5481e-07	2.6967e-06	0.000465	119	4	0.48739
HSPE1-MOB4	7	0.97329	0.97319	1	18758	0	0.43804	1.001e-06	6.129e-06	0.000854	120	6	0.43804
ELP6	4	1	1	1	20093	0	0.58972	1.0448e-06	3.1871e-06	0.000541	121	4	0.58972
APAF1	4	0.77162	0.77898	1	14633	1	0.41677	1.0623e-06	3.1871e-06	0.000541	122	3	0.41677
CBFB	4	1	1	1	20092	0	0.44977	1.093e-06	3.6774e-06	0.000571	123	4	0.44977
TIMM29	4	1	1	1	20091	0	0.86614	1.15e-06	3.6774e-06	0.000571	124	4	0.86614
CIAO1	4	0.99999	1	1	20051	0	0.68927	1.168e-06	3.6774e-06	0.000571	125	4	0.68927
CLCC1	4	1	1	1	20090	0	0.54947	1.2226e-06	3.6774e-06	0.000571	126	4	0.54947
ATP6AP1	4	1	1	1	20089	0	0.68408	1.2321e-06	3.6774e-06	0.000571	127	4	0.68408
KRR1	4	1	1	1	20088	0	0.53985	1.236e-06	3.6774e-06	0.000571	128	4	0.53985
MAP2K7	4	1	1	1	20087	0	0.42654	1.265e-06	3.6774e-06	0.000571	129	4	0.42654
ASCC3	4	1	1	1	20086	0	0.57694	1.3572e-06	3.6774e-06	0.000571	130	4	0.57694
PGK1	4	0.99997	0.99997	1	20008	0	0.58997	1.3768e-06	3.6774e-06	0.000571	131	4	0.58997
WDR7	4	0.43514	0.58202	1	10923	1	0.51867	1.3921e-06	3.6774e-06	0.000571	132	3	0.51867
NOP10	4	0.99611	0.99611	1	19569	0	0.63708	1.4542e-06	3.6774e-06	0.000571	133	4	0.63708
FOSL1	4	1	1	1	20085	0	0.48944	1.5116e-06	4.1677e-06	0.000628	134	4	0.48944
KARS1	4	0.99963	0.99965	1	19866	0	0.86553	1.6092e-06	4.1677e-06	0.000628	135	4	0.86553
MAP3K20	4	1	1	1	20084	0	0.34671	1.6692e-06	4.1677e-06	0.000628	136	4	0.34671
SPOUT1	4	1	1	1	20083	0	0.56973	1.7649e-06	4.1677e-06	0.000628	137	4	0.56973
BAK1	4	1	1	1	20081	0	0.3288	1.939e-06	4.658e-06	0.000677	138	4	0.3288
VPS33A	4	1	1	1	20080	0	0.34641	2.0098e-06	4.658e-06	0.000677	139	4	0.34641
WDR77	4	1	1	1	20063	0	0.60782	2.0487e-06	4.658e-06	0.000677	140	4	0.60782
ALG1	4	0.99986	0.99987	1	19938	0	0.69676	2.0686e-06	4.658e-06	0.000677	141	4	0.69676
PPP4C	4	1	1	1	20079	0	0.63764	2.2133e-06	5.1483e-06	0.000727	142	4	0.63764
POLR3K	4	1	1	1	20078	0	0.87268	2.2637e-06	5.1483e-06	0.000727	143	4	0.87268
DPY30	4	1	1	1	20077	0	0.41244	2.4255e-06	5.1483e-06	0.000727	144	4	0.41244
DDRGK1	4	1	1	1	20076	0	0.29163	2.4543e-06	5.1483e-06	0.000727	145	4	0.29163
RAC1	4	1	1	1	20075	0	0.40161	2.5652e-06	6.129e-06	0.000854	146	4	0.40161
ATP6V1F	4	0.8071	0.80837	1	15171	1	0.9108	2.7138e-06	7.5999e-06	0.001051	147	3	0.9108
HARS1	4	0.99583	0.99583	1	19550	0	1.1197	2.8227e-06	8.0902e-06	0.001111	148	4	1.1197
CTU1	4	1	1	1	20074	0	0.41791	2.8591e-06	8.3354e-06	0.001125	149	4	0.41791
AARS1	4	0.99997	0.99997	1	20012	0	0.74044	2.9093e-06	8.5806e-06	0.001125	150	4	0.74044
CCDC115	4	1	1	1	20073	0	0.54342	2.9465e-06	8.5806e-06	0.001125	151	4	0.54342
TFRC	4	1	1	1	20072	0	0.36991	2.9538e-06	8.5806e-06	0.001125	152	4	0.36991
TRMT6	4	1	1	1	20071	0	0.34498	2.9612e-06	8.5806e-06	0.001125	153	4	0.34498
TPT1	4	1	1	1	20070	0	0.53236	3.0358e-06	8.5806e-06	0.001125	154	4	0.53236
CFAP20	4	1	1	1	20069	0	0.5179	3.1118e-06	9.0709e-06	0.001167	155	4	0.5179
COMMD10	4	0.97391	0.97377	1	18773	0	0.50184	3.1402e-06	9.0709e-06	0.001167	156	3	0.50184
CINP	4	0.86903	0.86853	1	16387	0	0.54072	3.1931e-06	9.0709e-06	0.001167	157	3	0.54072
ERCC2	4	0.994	0.99401	1	19473	0	0.778	3.3554e-06	9.5612e-06	0.001207	158	4	0.778
THOC6	4	1	1	1	20068	0	0.29815	3.4302e-06	9.5612e-06	0.001207	159	4	0.29815
CCAR1	4	1	1	1	20067	0	0.46605	3.5261e-06	9.5612e-06	0.001207	160	4	0.46605
DBR1	4	1	1	1	20066	0	0.88391	3.7547e-06	1.0052e-05	0.001253	161	4	0.88391
UBAP1	4	1	1	1	20065	0	0.30384	3.8079e-06	1.0052e-05	0.001253	162	4	0.30384
TBC1D3B	11	0.99492	0.9949	1	19510	0	0.27005	3.8594e-06	3.5058e-05	0.003668	163	9	0.27005
MARS1	4	1	1	1	20064	0	0.82913	3.8753e-06	1.0542e-05	0.001282	164	4	0.82913
VPS16	4	1	1	1	20062	0	0.45692	4.0687e-06	1.0542e-05	0.001282	165	4	0.45692
DHX35	4	1	1	1	20061	0	0.33627	4.0734e-06	1.0542e-05	0.001282	166	4	0.33627
NOC4L	4	0.99923	0.99922	1	19801	0	0.64803	4.075e-06	1.0542e-05	0.001282	167	4	0.64803
CDIPT	4	0.85271	0.85209	1	16042	0	0.75121	4.3959e-06	1.2503e-05	0.001512	168	3	0.75121
ATXN2L	4	1	1	1	20060	0	0.32999	4.4772e-06	1.3484e-05	0.001621	169	4	0.32999
UTP6	4	0.99999	1	1	20056	0	1.0026	4.7505e-06	1.4955e-05	0.001746	170	4	1.0026
CWF19L1	4	1	1	1	20058	0	0.36452	4.7978e-06	1.4955e-05	0.001746	171	4	0.36452
ELP5	4	0.9994	0.9994	1	19824	0	0.63107	4.8027e-06	1.4955e-05	0.001746	172	4	0.63107
EXOSC7	4	0.99271	0.9927	1	19415	0	0.46352	4.8201e-06	1.4955e-05	0.001746	173	4	0.46352
IMP4	4	1	1	1	20057	0	0.67071	4.8351e-06	1.4955e-05	0.001746	174	4	0.67071
NELFB	4	0.99999	1	1	20054	0	0.40593	5.1971e-06	1.5445e-05	0.001792	175	4	0.40593
KRI1	4	0.99999	1	1	20053	0	0.44286	5.5317e-06	1.6916e-05	0.001952	176	4	0.44286
TRAM2	4	0.99999	1	1	20052	0	0.41457	5.5672e-06	1.7406e-05	0.001986	177	4	0.41457
MMS19	4	0.99996	0.99996	1	20001	0	0.74888	5.5926e-06	1.7406e-05	0.001986	178	4	0.74888
SNUPN	4	0.99999	1	1	20050	0	0.33268	6.2555e-06	1.8877e-05	0.002142	179	4	0.33268
FXN	4	0.9714	0.9713	1	18693	0	0.526	6.6577e-06	1.9368e-05	0.002185	180	3	0.526
TMEM30A	4	0.99874	0.99873	1	19741	0	0.4638	7.8497e-06	2.329e-05	0.002598	181	4	0.4638
CHMP7	4	0.99999	0.99999	1	20049	0	0.37906	7.8523e-06	2.329e-05	0.002598	182	4	0.37906
TRNAU1AP	4	0.99999	0.99999	1	20048	0	0.39327	8.0148e-06	2.378e-05	0.002638	183	4	0.39327
AATF	4	0.99993	0.99994	1	19979	0	0.49142	8.0941e-06	2.4271e-05	0.002678	184	4	0.49142
UTP20	4	0.99999	0.99999	1	20047	0	0.45698	8.2353e-06	2.4761e-05	0.002717	185	4	0.45698
NKTR	4	0.99999	0.99999	1	20046	0	0.29273	9.3021e-06	2.9664e-05	0.003238	186	4	0.29273
PCBP1	4	0.99999	0.99999	1	20045	0	0.54764	9.8911e-06	3.1626e-05	0.003431	187	4	0.54764
GARS1	4	0.99094	0.99089	1	19338	0	0.77628	1.0147e-05	3.2116e-05	0.003431	188	4	0.77628
UVRAG	4	0.074854	0.1696	0.890467	3608	1	0.53258	1.0176e-05	3.2116e-05	0.003431	189	3	0.53258
TKT	4	0.99999	0.99999	1	20044	0	0.26194	1.0186e-05	3.2116e-05	0.003431	190	4	0.26194
PHB	4	0.99999	0.99999	1	20043	0	0.48798	1.0299e-05	3.2606e-05	0.003447	191	4	0.48798
NOL6	4	0.99999	0.99999	1	20042	0	0.46067	1.07e-05	3.2606e-05	0.003447	192	4	0.46067
IKBKB	4	0.99991	0.99991	1	19960	0	0.39239	1.1032e-05	3.3587e-05	0.003532	193	4	0.39239
ATP6V0B	4	0.99997	0.99997	1	20007	0	0.59085	1.1307e-05	3.6529e-05	0.003783	194	4	0.59085
DDX55	4	0.95306	0.95284	1	18185	0	0.43191	1.1338e-05	3.6529e-05	0.003783	195	3	0.43191
SLC25A3	4	0.99999	0.99999	1	20041	0	0.44702	1.1619e-05	3.849e-05	0.003965	196	4	0.44702
POP4	4	0.99999	0.99999	1	20040	0	0.37216	1.2047e-05	4.0942e-05	0.004197	197	4	0.37216
CARD10	4	0.99999	0.99999	1	20039	0	0.36524	1.2487e-05	4.4374e-05	0.004525	198	4	0.36524
RSL1D1	4	0.99926	0.99926	1	19802	0	0.46452	1.3815e-05	4.9767e-05	0.00505	199	4	0.46452
TOP3A	4	0.99999	0.99999	1	20037	0	0.33449	1.4514e-05	5.0748e-05	0.005124	200	4	0.33449
NARS1	4	0.99997	0.99997	1	20010	0	0.80177	1.5728e-05	5.369e-05	0.005394	201	4	0.80177
TSR2	4	0.99982	0.99983	1	19915	0	0.84127	1.592e-05	5.5651e-05	0.005536	202	4	0.84127
NOP58	4	0.99998	0.99998	1	20036	0	0.59922	1.6348e-05	5.7612e-05	0.005675	203	4	0.59922
CCNH	4	0.99998	0.99998	1	20035	0	0.77047	1.6388e-05	5.7612e-05	0.005675	204	4	0.77047
PGP	4	0.99998	0.99998	1	20034	0	0.28154	1.6548e-05	5.8593e-05	0.005744	205	4	0.28154
NFKB1	4	0.99998	0.99998	1	20033	0	0.22384	1.6968e-05	6.0064e-05	0.005831	206	4	0.22384
IPO13	4	0.99964	0.99966	1	19870	0	0.4517	1.7028e-05	6.0064e-05	0.005831	207	4	0.4517
UFM1	3	0.99998	0.99998	1	20032	0	0.39396	1.7824e-05	5.5161e-05	0.005514	208	3	0.39396
GUK1	4	0.99998	0.99998	1	20031	0	0.8948	1.789e-05	6.1535e-05	0.005945	209	4	0.8948
CAPZB	4	0.99998	0.99998	1	20030	0	0.48413	1.8481e-05	6.3986e-05	0.006153	210	4	0.48413
RFT1	4	0.22299	0.36836	1	7117	1	0.86298	1.8569e-05	6.4477e-05	0.006171	211	3	0.86298
ASH2L	4	0.99998	0.99998	1	20029	0	0.3034	1.9327e-05	6.7419e-05	0.006422	212	4	0.3034
GABPA	4	0.99983	0.99984	1	19919	0	0.4465	1.9661e-05	6.8399e-05	0.00647	213	4	0.4465
GTF2H4	4	0.99998	0.99998	1	20028	0	0.45389	1.9814e-05	6.889e-05	0.00647	214	4	0.45389
UBE2H	4	0.99998	0.99998	1	20027	0	0.51143	1.9876e-05	6.889e-05	0.00647	215	4	0.51143
RPLP0	4	0.99998	0.99998	1	20026	0	0.47489	1.9953e-05	6.938e-05	0.006486	216	4	0.47489
PIKFYVE	4	0.85606	0.85549	1	16113	0	0.61856	2.007e-05	6.987e-05	0.006502	217	3	0.61856
RBM17	4	0.99998	0.99998	1	20025	0	0.3363	2.0248e-05	7.0361e-05	0.006517	218	4	0.3363
EXOSC2	4	0.99998	0.99998	1	20024	0	0.60906	2.0499e-05	7.1341e-05	0.006548	219	4	0.60906
NLE1	4	0.97742	0.97739	1	18865	0	0.79883	2.0611e-05	7.1341e-05	0.006548	220	3	0.79883
HK2	4	0.99973	0.99973	1	19890	0	0.53652	2.2019e-05	7.8206e-05	0.007146	221	4	0.53652
GNAT1	4	0.99998	0.99998	1	20023	0	0.28403	2.2661e-05	7.9677e-05	0.007215	222	4	0.28403
PDCL	4	0.99998	0.99998	1	20022	0	0.26036	2.2678e-05	7.9677e-05	0.007215	223	4	0.26036
TRNT1	4	0.98983	0.98977	1	19284	0	0.80654	2.3042e-05	8.2619e-05	0.007448	224	4	0.80654
YPEL5	4	0.99998	0.99998	1	20021	0	0.41578	2.3559e-05	8.409e-05	0.007547	225	4	0.41578
STMN4	4	0.99997	0.99997	1	20019	0	0.23566	2.56e-05	8.9483e-05	0.007995	226	4	0.23566
PSMG4	4	0.99901	0.99899	1	19764	0	0.46153	2.646e-05	9.1444e-05	0.008099	227	4	0.46153
VPS13D	4	0.99997	0.99997	1	20018	0	0.39202	2.6506e-05	9.1444e-05	0.008099	228	4	0.39202
PTBP1	4	0.99941	0.99942	1	19828	0	0.55938	2.7283e-05	9.3406e-05	0.008236	229	4	0.55938
AP3D1	4	0.99988	0.99989	1	19947	0	0.33329	2.7616e-05	9.5367e-05	0.008373	230	4	0.33329
EXOSC10	4	0.99997	0.99997	1	20017	0	0.43606	2.8109e-05	9.7818e-05	0.008514	231	4	0.43606
BPTF	4	0.99997	0.99997	1	20011	0	0.36723	2.8121e-05	9.7818e-05	0.008514	232	4	0.36723
DPAGT1	4	0.99997	0.99997	1	20016	0	0.50839	2.908e-05	0.00010076	0.008732	233	4	0.50839
TBCB	4	0.99997	0.99997	1	20015	0	0.55559	2.9846e-05	0.00010174	0.00878	234	4	0.55559
VPS41	4	0.99997	0.99997	1	20014	0	0.2961	3.0056e-05	0.00010223	0.008784	235	4	0.2961
KDM2A	4	0.99997	0.99997	1	20013	0	0.33213	3.0755e-05	0.00010419	0.008915	236	4	0.33213
PPIE	4	0.99997	0.99997	1	20009	0	0.38757	3.1619e-05	0.00010762	0.009131	237	4	0.38757
JAK1	4	0.99988	0.99988	1	19943	0	0.36314	3.1644e-05	0.00010762	0.009131	238	4	0.36314
C12orf45	4	0.99996	0.99996	1	20002	0	0.50427	3.2569e-05	0.00011106	0.009383	239	4	0.50427
PPP1R8	4	0.9921	0.9921	1	19383	0	0.56915	3.3638e-05	0.00011449	0.009633	240	4	0.56915
LDLR	4	0.99964	0.99965	1	19868	0	0.31846	3.473e-05	0.00011841	0.009921	241	4	0.31846
VPS52	4	0.99997	0.99997	1	20006	0	0.29661	3.4788e-05	0.0001189	0.009921	242	4	0.29661
RAD1	4	0.99996	0.99996	1	20005	0	0.36462	3.68e-05	0.00012724	0.010573	243	4	0.36462
NCKAP1	4	0.99919	0.99917	1	19793	0	0.62467	3.7596e-05	0.00013116	0.010855	244	4	0.62467
